Greek_Word	Ln_Decimal_Code	Total_Unique_References	Refs
καὶ	89.92	605	LUK 10:1!23; LUK 10:13!11; LUK 10:13!24; LUK 10:14!3; LUK 10:15!1; LUK 10:16!6; LUK 10:19!10; LUK 10:19!12; LUK 10:19!19; LUK 10:21!26; LUK 10:21!28; LUK 10:22!19; LUK 10:22!28; LUK 10:22!8; LUK 10:24!17; LUK 10:24!7; LUK 10:27!15; LUK 10:27!21; LUK 10:27!27; LUK 10:27!33; LUK 10:34!9; LUK 10:35!15; LUK 10:39!1; LUK 10:4!8; LUK 10:41!10; LUK 10:7!8; LUK 10:8!1; LUK 10:9!1; LUK 10:9!7; LUK 11:10!10; LUK 11:10!6; LUK 11:17!15; LUK 11:23!9; LUK 11:25!5; LUK 11:26!3; LUK 11:27!23; LUK 11:31!27; LUK 11:32!20; LUK 11:39!15; LUK 11:39!25; LUK 11:4!1; LUK 11:4!14; LUK 11:42!10; LUK 11:42!13; LUK 11:42!20; LUK 11:43!12; LUK 11:49!13; LUK 11:49!19; LUK 11:51!12; LUK 11:52!14; LUK 11:53!7; LUK 11:6!9; LUK 11:7!13; LUK 12:10!1; LUK 12:11!11; LUK 12:11!8; LUK 12:15!6; LUK 12:18!18; LUK 12:23!8; LUK 12:24!15; LUK 12:29!1; LUK 12:29!10; LUK 12:29!7; LUK 12:3!12; LUK 12:35!6; LUK 12:36!1; LUK 12:45!21; LUK 12:45!28; LUK 12:46!12; LUK 12:46!21; LUK 12:48!20; LUK 12:49!7; LUK 12:50!5; LUK 12:52!14; LUK 12:53!12; LUK 12:53!22; LUK 12:53!5; LUK 12:54!17; LUK 12:55!1; LUK 12:55!9; LUK 12:56!6; LUK 13:16!12; LUK 13:17!10; LUK 13:22!5; LUK 13:22!8; LUK 13:26!7; LUK 13:26!9; LUK 13:28!13; LUK 13:28!15; LUK 13:28!17; LUK 13:28!5; LUK 13:29!1; LUK 13:29!10; LUK 13:29!5; LUK 13:29!7; LUK 13:30!1; LUK 13:30!8; LUK 13:32!12; LUK 13:34!7; LUK 13:4!13; LUK 14:11!7; LUK 14:16!10; LUK 14:19!1; LUK 14:20!1; LUK 14:21!23; LUK 14:21!30; LUK 14:21!32; LUK 14:21!34; LUK 14:22!9; LUK 14:23!12; LUK 14:26!12; LUK 14:26!15; LUK 14:26!18; LUK 14:26!21; LUK 14:26!24; LUK 14:26!6; LUK 14:3!9; LUK 15:1!8; LUK 15:16!1; LUK 15:18!15; LUK 15:2!14; LUK 15:21!11; LUK 15:22!17; LUK 15:22!24; LUK 15:23!1; LUK 15:25!18; LUK 15:28!3; LUK 15:29!13; LUK 15:31!11; LUK 15:32!15; LUK 15:32!3; LUK 15:6!9; LUK 15:8!18; LUK 15:9!6; LUK 16:1!14; LUK 16:10!10; LUK 16:12!1; LUK 16:13!27; LUK 16:16!15; LUK 16:16!3; LUK 16:18!11; LUK 16:19!6; LUK 16:19!9; LUK 16:21!1; LUK 16:23!16; LUK 16:26!1; LUK 16:26!7; LUK 16:29!6; LUK 16:31!6; LUK 16:9!1; LUK 17:11!14; LUK 17:16!11; LUK 17:25!7; LUK 17:26!1; LUK 17:29!10; LUK 17:31!10; LUK 17:31!21; LUK 17:4!1; LUK 17:8!14; LUK 17:8!20; LUK 18:1!11; LUK 18:10!11; LUK 18:16!13; LUK 18:2!12; LUK 18:20!16; LUK 18:32!7; LUK 18:32!9; LUK 18:34!14; LUK 18:7!16; LUK 18:7!18; LUK 18:9!13; LUK 19:10!8; LUK 19:11!14; LUK 19:2!11; LUK 19:2!7; LUK 19:21!12; LUK 19:22!21; LUK 19:29!7; LUK 19:3!1; LUK 19:38!12; LUK 19:43!13; LUK 19:43!16; LUK 19:44!10; LUK 19:44!4; LUK 19:47!13; LUK 19:47!19; LUK 19:8!18; LUK 1:10!1; LUK 1:12!5; LUK 1:13!15; LUK 1:14!1; LUK 1:14!5; LUK 1:14!7; LUK 1:15!14; LUK 1:15!7; LUK 1:16!1; LUK 1:17!1; LUK 1:17!16; LUK 1:17!8; LUK 1:18!15; LUK 1:19!15; LUK 1:19!20; LUK 1:2!8; LUK 1:20!1; LUK 1:20!5; LUK 1:21!8; LUK 1:22!20; LUK 1:27!11; LUK 1:29!7; LUK 1:31!1; LUK 1:32!4; LUK 1:32!8; LUK 1:33!1; LUK 1:33!10; LUK 1:35!12; LUK 1:36!1; LUK 1:36!14; LUK 1:41!18; LUK 1:42!11; LUK 1:42!5; LUK 1:43!1; LUK 1:45!1; LUK 1:47!1; LUK 1:49!7; LUK 1:5!16; LUK 1:5!23; LUK 1:50!1; LUK 1:50!7; LUK 1:52!5; LUK 1:53!4; LUK 1:55!9; LUK 1:58!5; LUK 1:59!12; LUK 1:6!13; LUK 1:64!7; LUK 1:65!9; LUK 1:68!9; LUK 1:69!1; LUK 1:7!1; LUK 1:7!11; LUK 1:71!5; LUK 1:72!7; LUK 1:75!3; LUK 1:79!5; LUK 1:80!5; LUK 1:80!8; LUK 20:1!14; LUK 20:1!19; LUK 20:11!10; LUK 20:19!5; LUK 20:20!18; LUK 20:21!10; LUK 20:21!12; LUK 20:24!7; LUK 20:25!11; LUK 20:28!12; LUK 20:34!12; LUK 20:35!8; LUK 20:36!9; LUK 20:37!18; LUK 20:37!21; LUK 20:46!10; LUK 20:46!16; LUK 20:46!21; LUK 20:47!7; LUK 21:10!8; LUK 21:11!4; LUK 21:11!8; LUK 21:12!11; LUK 21:12!17; LUK 21:12!22; LUK 21:15!6; LUK 21:16!10; LUK 21:16!12; LUK 21:16!6; LUK 21:16!8; LUK 21:17!1; LUK 21:21!10; LUK 21:21!16; LUK 21:23!20; LUK 21:23!6; LUK 21:24!1; LUK 21:24!11; LUK 21:24!5; LUK 21:25!10; LUK 21:25!20; LUK 21:25!6; LUK 21:25!8; LUK 21:26!5; LUK 21:27!13; LUK 21:28!6; LUK 21:29!8; LUK 21:34!11; LUK 21:34!13; LUK 21:5!10; LUK 21:9!5; LUK 22:14!7; LUK 22:17!8; LUK 22:2!1; LUK 22:2!5; LUK 22:25!11; LUK 22:26!14; LUK 22:30!13; LUK 22:30!3; LUK 22:35!11; LUK 22:35!9; LUK 22:36!13; LUK 22:4!6; LUK 22:44!7; LUK 22:47!6; LUK 22:52!10; LUK 22:52!14; LUK 22:52!22; LUK 22:53!22; LUK 22:65!1; LUK 22:8!4; LUK 23:10!5; LUK 23:11!11; LUK 23:13!6; LUK 23:13!9; LUK 23:14!13; LUK 23:15!9; LUK 23:19!10; LUK 23:2!12; LUK 23:2!17; LUK 23:25!6; LUK 23:27!12; LUK 23:27!8; LUK 23:28!18; LUK 23:29!11; LUK 23:29!17; LUK 23:30!9; LUK 23:33!13; LUK 23:35!1; LUK 23:37!1; LUK 23:39!16; LUK 23:4!8; LUK 23:41!1; LUK 23:49!8; LUK 23:50!10; LUK 23:51!7; LUK 23:54!5; LUK 23:55!15; LUK 23:56!5; LUK 23:8!22; LUK 24:10!12; LUK 24:10!6; LUK 24:10!8; LUK 24:14!1; LUK 24:15!7; LUK 24:18!13; LUK 24:19!21; LUK 24:19!26; LUK 24:20!7; LUK 24:21!14; LUK 24:25!8; LUK 24:27!5; LUK 24:33!14; LUK 24:37!3; LUK 24:38!7; LUK 24:39!15; LUK 24:39!20; LUK 24:39!5; LUK 24:40!8; LUK 24:41!8; LUK 24:44!27; LUK 24:44!29; LUK 24:49!1; LUK 24:51!1; LUK 24:9!11; LUK 2:12!1; LUK 2:12!9; LUK 2:13!13; LUK 2:14!5; LUK 2:16!12; LUK 2:20!14; LUK 2:20!6; LUK 2:24!1; LUK 2:25!10; LUK 2:25!15; LUK 2:25!21; LUK 2:26!1; LUK 2:28!12; LUK 2:32!5; LUK 2:33!6; LUK 2:34!23; LUK 2:37!1; LUK 2:37!14; LUK 2:37!18; LUK 2:38!1; LUK 2:38!9; LUK 2:4!26; LUK 2:40!5; LUK 2:40!9; LUK 2:44!17; LUK 2:47!10; LUK 2:51!13; LUK 2:51!9; LUK 2:52!11; LUK 2:52!5; LUK 2:52!7; LUK 2:8!10; LUK 2:9!6; LUK 3:1!14; LUK 3:1!27; LUK 3:1!30; LUK 3:11!13; LUK 3:14!18; LUK 3:15!5; LUK 3:16!32; LUK 3:18!4; LUK 3:19!16; LUK 3:2!4; LUK 3:21!12; LUK 3:5!10; LUK 3:5!16; LUK 3:5!4; LUK 3:5!7; LUK 3:6!1; LUK 3:8!7; LUK 4:11!1; LUK 4:18!16; LUK 4:2!7; LUK 4:22!5; LUK 4:25!23; LUK 4:27!1; LUK 4:31!8; LUK 4:35!8; LUK 4:36!18; LUK 4:37!1; LUK 4:41!17; LUK 4:41!8; LUK 4:6!12; LUK 4:8!13; LUK 5:1!15; LUK 5:1!9; LUK 5:15!13; LUK 5:16!8; LUK 5:17!15; LUK 5:17!25; LUK 5:17!27; LUK 5:17!29; LUK 5:17!7; LUK 5:18!11; LUK 5:18!15; LUK 5:21!6; LUK 5:26!5; LUK 5:26!9; LUK 5:29!11; LUK 5:29!16; LUK 5:30!19; LUK 5:30!22; LUK 5:30!5; LUK 5:33!11; LUK 5:33!23; LUK 5:37!1; LUK 5:37!22; LUK 5:39!1; LUK 5:9!5; LUK 6:1!14; LUK 6:14!11; LUK 6:14!13; LUK 6:14!15; LUK 6:14!17; LUK 6:14!6; LUK 6:15!1; LUK 6:15!3; LUK 6:15!5; LUK 6:15!8; LUK 6:16!1; LUK 6:16!4; LUK 6:17!14; LUK 6:17!23; LUK 6:17!25; LUK 6:17!29; LUK 6:17!9; LUK 6:18!11; LUK 6:18!5; LUK 6:19!1; LUK 6:19!13; LUK 6:22!12; LUK 6:22!14; LUK 6:22!8; LUK 6:23!6; LUK 6:25!14; LUK 6:29!11; LUK 6:3!17; LUK 6:30!5; LUK 6:31!1; LUK 6:34!1; LUK 6:35!18; LUK 6:35!29; LUK 6:35!6; LUK 6:35!8; LUK 6:37!8; LUK 6:4!15; LUK 6:45!14; LUK 6:5!1; LUK 6:6!17; LUK 6:7!5; LUK 7:11!11; LUK 7:11!17; LUK 7:12!17; LUK 7:12!21; LUK 7:16!16; LUK 7:16!5; LUK 7:17!12; LUK 7:21!11; LUK 7:21!14; LUK 7:21!9; LUK 7:22!10; LUK 7:23!1; LUK 7:25!15; LUK 7:29!1; LUK 7:30!4; LUK 7:32!8; LUK 7:34!14; LUK 7:34!18; LUK 7:34!7; LUK 7:37!10; LUK 7:38!1; LUK 7:38!23; LUK 7:8!13; LUK 7:8!19; LUK 7:8!24; LUK 8:1!11; LUK 8:1!14; LUK 8:1!20; LUK 8:10!22; LUK 8:14!14; LUK 8:14!16; LUK 8:15!13; LUK 8:17!15; LUK 8:18!11; LUK 8:19!7; LUK 8:2!1; LUK 8:2!10; LUK 8:20!7; LUK 8:21!20; LUK 8:21!9; LUK 8:22!12; LUK 8:23!14; LUK 8:24!15; LUK 8:25!23; LUK 8:27!15; LUK 8:27!21; LUK 8:29!16; LUK 8:29!19; LUK 8:3!1; LUK 8:3!7; LUK 8:3!9; LUK 8:34!13; LUK 8:35!22; LUK 8:4!5; LUK 8:41!8; LUK 8:42!9; LUK 8:45!20; LUK 8:47!23; LUK 8:5!22; LUK 8:51!15; LUK 8:51!17; LUK 8:51!19; LUK 8:51!24; LUK 8:52!4; LUK 8:6!1; LUK 8:7!1; LUK 8:8!1; LUK 9:1!14; LUK 9:1!8; LUK 9:11!17; LUK 9:12!21; LUK 9:12!24; LUK 9:13!19; LUK 9:16!6; LUK 9:2!9; LUK 9:22!10; LUK 9:22!15; LUK 9:22!17; LUK 9:26!22; LUK 9:26!25; LUK 9:26!6; LUK 9:28!13; LUK 9:28!15; LUK 9:29!13; LUK 9:30!10; LUK 9:32!17; LUK 9:32!4; LUK 9:33!27; LUK 9:33!30; LUK 9:39!1; LUK 9:39!14; LUK 9:39!9; LUK 9:4!1; LUK 9:40!1; LUK 9:41!16; LUK 9:41!9; LUK 9:42!19; LUK 9:42!9; LUK 9:45!16; LUK 9:45!7; LUK 9:48!16; LUK 9:5!1; LUK 9:54!6; LUK 9:58!10; LUK 9:6!8
καὶ	89.93	65	LUK 10:32!3; LUK 10:39!8; LUK 11:1!25; LUK 11:18!3; LUK 11:30!10; LUK 11:34!15; LUK 11:34!26; LUK 11:4!7; LUK 11:40!7; LUK 11:45!11; LUK 11:49!3; LUK 12:34!8; LUK 12:40!1; LUK 12:41!13; LUK 12:54!3; LUK 13:8!9; LUK 14:12!29; LUK 14:12!3; LUK 16:1!3; LUK 16:10!15; LUK 16:10!5; LUK 16:21!13; LUK 16:22!18; LUK 16:28!10; LUK 17:10!2; LUK 17:26!10; LUK 17:37!15; LUK 18:15!4; LUK 18:9!3; LUK 19:19!3; LUK 19:9!15; LUK 1:35!18; LUK 1:36!7; LUK 1:76!1; LUK 20:12!7; LUK 20:31!8; LUK 20:32!2; LUK 21:31!2; LUK 22:20!1; LUK 22:24!3; LUK 22:36!11; LUK 22:39!15; LUK 22:59!12; LUK 23:32!3; LUK 23:35!8; LUK 23:36!4; LUK 23:38!3; LUK 23:7!14; LUK 24:22!2; LUK 2:35!1; LUK 2:4!3; LUK 3:12!3; LUK 3:14!4; LUK 3:14!9; LUK 4:23!21; LUK 4:41!3; LUK 5:33!15; LUK 5:36!3; LUK 6:13!15; LUK 6:14!3; LUK 6:29!18; LUK 6:29!8; LUK 6:39!3; LUK 7:8!1; LUK 9:61!3
καὶ	91.1	4	LUK 23:33!1; LUK 24:30!1; LUK 4:33!11; LUK 8:23!5
καὶ	91.12	11	LUK 12:6!7; LUK 13:7!18; LUK 13:7!24; LUK 19:23!1; LUK 1:66!17; LUK 20:44!6; LUK 22:37!17; LUK 22:59!17; LUK 24:24!14; LUK 3:9!3; LUK 7:35!1
κείμενα	85.3	1	LUK 12:19!10
κείμενον	17.26	2	LUK 2:12!10; LUK 2:16!15
κείμενος	17.26	1	LUK 23:53!17
κεκληκότι	33.315	1	LUK 14:12!5
κεκληκώς	33.315	1	LUK 14:10!14
κεκλημένοις	33.315	1	LUK 14:17!12
κεκλημένος	33.315	1	LUK 14:8!16
κεκλημένους	33.315	1	LUK 14:7!5
κεκλημένων	33.315	1	LUK 14:24!10
κεκοσμημένον	79.12	1	LUK 11:25!6
κεκρυμμένον	28.79	1	LUK 18:34!11
κεκόσμηται	79.12	1	LUK 21:5!12
κενούς	57.42	1	LUK 1:53!7
κενόν	57.42	2	LUK 20:10!22; LUK 20:11!13
κεράμιον	6.128	1	LUK 22:10!14
κεράμων	6.224	1	LUK 5:19!16
κεραίαν	33.37	1	LUK 16:17!14
κερατίων	3.46	1	LUK 15:16!9
κερδήσας	57.189	1	LUK 9:25!5
κεφαλήν	8.10	1	LUK 7:46!3
κεφαλὰς	8.10	1	LUK 21:28!9
κεφαλὴν	23.83	1	LUK 9:58!25
κεφαλὴν	7.44	1	LUK 20:17!20
κεφαλῆς	8.10	3	LUK 12:7!6; LUK 21:18!5; LUK 7:38!20
κεχαριτωμένη	88.66	1	LUK 1:28!7
κεχρηματισμένον	28.39	1	LUK 2:26!4
κεῖται	13.73	1	LUK 2:34!14
κεῖται	85.3	1	LUK 3:9!11
κηρυχθήσεται	33.206	1	LUK 12:3!21
κηρυχθῆναι	33.256	1	LUK 24:47!2
κηρύξαι	33.256	2	LUK 4:18!13; LUK 4:19!1
κηρύσσειν	33.256	1	LUK 9:2!4
κηρύσσων	33.207	1	LUK 8:39!19
κηρύσσων	33.256	3	LUK 3:3!8; LUK 4:44!3; LUK 8:1!13
κιβωτόν	6.44	1	LUK 17:27!12
κλάδοις	3.49	1	LUK 13:19!26
κλάσας	19.34	1	LUK 24:30!14
κλάσει	19.34	1	LUK 24:35!14
κλέπτης	57.233	2	LUK 12:33!19; LUK 12:39!12
κλέψῃς	57.232	1	LUK 18:20!9
κλήρους	6.219	1	LUK 23:34!19
κλίβανον	7.74	1	LUK 12:28!12
κλίνειν	67.118	1	LUK 9:12!5
κλίνειν	68.51	1	LUK 9:12!5
κλίνης	6.106	3	LUK 17:34!9; LUK 5:18!6; LUK 8:16!10
κλίνῃ	23.83	1	LUK 9:58!26
κλαίετε	25.138	3	LUK 23:28!11; LUK 23:28!17; LUK 8:52!11
κλαίοντες	25.138	1	LUK 6:21!9
κλαίουσα	25.138	1	LUK 7:38!8
κλασμάτων	19.40	1	LUK 9:17!11
κλαυθμὸς	25.138	1	LUK 13:28!4
κλαύσετε	25.138	1	LUK 6:25!15
κλαῖε	25.138	1	LUK 7:13!13
κλεῖδα	57.63	1	LUK 11:52!8
κληθήσεται	33.129	1	LUK 1:60!9
κληθήσεται	33.131	3	LUK 1:32!7; LUK 1:35!22; LUK 2:23!14
κληθήσῃ	33.131	1	LUK 1:76!7
κληθὲν	33.129	1	LUK 2:21!16
κληθῆναι	33.131	2	LUK 15:19!4; LUK 15:21!17
κληθῇς	33.315	2	LUK 14:10!3; LUK 14:8!2
κληρονομήσω	57.131	2	LUK 10:25!14; LUK 18:18!13
κληρονομία	57.140	1	LUK 20:14!20
κληρονομίαν	57.140	1	LUK 12:13!17
κληρονόμος	57.139	1	LUK 20:14!13
κλινίδιόν	6.107	1	LUK 5:24!25
κλινιδίῳ	6.107	1	LUK 5:19!21
κλινουσῶν	17.21	1	LUK 24:5!6
κλισίας	11.5	1	LUK 9:14!14
κλύδωνι	14.25	1	LUK 8:24!17
κοίτην	6.108	1	LUK 11:7!21
κοιλία	23.51	1	LUK 11:27!19
κοιλίαι	8.69	1	LUK 23:29!13
κοιλίαν	8.67	1	LUK 15:16!5
κοιλίας	8.69	2	LUK 1:15!20; LUK 1:42!16
κοιλίᾳ	8.69	3	LUK 1:41!16; LUK 1:44!21; LUK 2:21!26
κοιμωμένους	23.66	1	LUK 22:45!11
κοινωνοὶ	34.6	1	LUK 5:10!11
κολληθέντα	18.21	1	LUK 10:11!5
κομίσασα	15.191	1	LUK 7:37!19
κονιορτὸν	2.15	2	LUK 10:11!3; LUK 9:5!13
κοπιάσαντες	42.47	1	LUK 5:5!9
κοπιᾷ	42.47	1	LUK 12:27!7
κοπρίαν	8.77	1	LUK 14:35!6
κράζει	33.83	1	LUK 9:39!8
κράξουσιν	33.83	1	LUK 19:40!12
κράτιστε	87.55	1	LUK 1:3!10
κράτος	76.7	1	LUK 1:51!2
κρίμα	56.30	2	LUK 20:47!14; LUK 24:20!12
κρίματι	56.30	1	LUK 23:40!17
κρίνα	3.32	1	LUK 12:27!3
κρίνετε	56.20	1	LUK 12:57!7
κρίνετε	56.30	1	LUK 6:37!3
κρίνοντες	37.49	1	LUK 22:30!20
κρίνω	56.20	1	LUK 19:22!7
κρίσει	30.110	3	LUK 10:14!9; LUK 11:31!6; LUK 11:32!6
κρίσιν	56.25	1	LUK 11:42!19
κραιπάλῃ	88.286	1	LUK 21:34!10
κρασπέδου	6.180	1	LUK 8:44!5
κρατήσας	18.6	1	LUK 8:54!3
κραυγάζοντα	33.83	1	LUK 4:41!7
κραυγῇ	33.84	1	LUK 1:42!3
κρεμασθέντων	18.23	1	LUK 23:39!4
κρημνοῦ	1.50	1	LUK 8:33!18
κριθῆτε	56.30	1	LUK 6:37!7
κριτήν	56.28	1	LUK 12:58!23
κριτής	56.28	1	LUK 12:58!26
κριταὶ	56.28	1	LUK 11:19!19
κριτὴν	56.28	1	LUK 12:14!9
κριτὴς	56.28	1	LUK 18:6!8
κρούειν	19.12	1	LUK 13:25!16
κρούετε	19.12	1	LUK 11:9!11
κρούοντι	19.12	1	LUK 11:10!12
κρούσαντος	19.12	1	LUK 12:36!17
κρυπτὸν	28.69	2	LUK 12:2!9; LUK 8:17!4
κρύπτην	28.78	1	LUK 11:33!5
κτήσασθε	21.20	1	LUK 21:19!5
κτῆνος	4.6	1	LUK 10:34!17
κτῶμαι	57.58	1	LUK 18:12!8
κυκλουμένην	15.147	1	LUK 21:20!4
κυρίοις	57.12	1	LUK 16:13!5
κυρίου	12.9	22	LUK 13:35!23; LUK 19:38!8; LUK 1:11!5; LUK 1:15!6; LUK 1:38!7; LUK 1:43!10; LUK 1:45!12; LUK 1:6!16; LUK 1:66!20; LUK 1:76!11; LUK 1:9!14; LUK 22:61!15; LUK 2:23!5; LUK 2:24!11; LUK 2:26!19; LUK 2:39!9; LUK 2:9!3; LUK 2:9!8; LUK 3:4!17; LUK 4:18!2; LUK 4:19!3; LUK 5:17!31
κυρίου	57.12	3	LUK 10:2!16; LUK 12:47!10; LUK 16:5!8
κυρίῳ	12.9	5	LUK 17:5!6; LUK 1:17!22; LUK 20:42!11; LUK 2:22!19; LUK 2:23!13
κυρίῳ	57.12	2	LUK 14:21!7; LUK 16:5!16
κυριεύουσιν	37.50	1	LUK 22:25!9
κωλύετε	13.146	2	LUK 18:16!15; LUK 9:50!8
κωλύοντα	13.146	1	LUK 23:2!13
κωλύσῃς	13.146	1	LUK 6:29!22
κωφοὶ	24.68	1	LUK 7:22!18
κωφόν	33.106	1	LUK 11:14!5
κωφός	33.106	2	LUK 11:14!13; LUK 1:22!22
κόκκον	3.35	1	LUK 17:6!9
κόκκῳ	3.35	1	LUK 13:19!3
κόλποις	1.16	1	LUK 16:23!20
κόλποις	8.39	1	LUK 16:23!20
κόλπον	1.16	1	LUK 16:22!14
κόλπον	6.181	1	LUK 6:38!13
κόλπον	8.39	1	LUK 16:22!14
κόπον	22.7	1	LUK 18:5!6
κόπους	22.7	1	LUK 11:7!7
κόπρια	8.76	1	LUK 13:8!20
κόρακας	4.43	1	LUK 12:24!3
κόρους	81.21	1	LUK 16:7!12
κόσμον	1.39	1	LUK 9:25!7
κόσμου	1.1	1	LUK 11:50!12
κόσμου	1.39	1	LUK 12:30!7
κόφινοι	6.150	1	LUK 9:17!12
κύκλῳ	83.19	1	LUK 9:12!19
κύνες	4.34	1	LUK 16:21!15
κύριε	12.9	6	LUK 10:21!15; LUK 17:37!6; LUK 19:8!14; LUK 5:8!17; LUK 6:46!6; LUK 9:61!7
κύριε	57.12	1	LUK 19:18!9
κύριοι	57.12	1	LUK 19:33!8
κύριον	12.9	8	LUK 10:27!6; LUK 19:8!7; LUK 1:16!8; LUK 1:46!9; LUK 20:37!14; LUK 20:44!4; LUK 4:12!11; LUK 7:19!4
κύριον	57.12	1	LUK 12:36!7
κύριος	12.9	20	LUK 10:1!6; LUK 10:41!6; LUK 11:39!4; LUK 12:42!4; LUK 13:15!5; LUK 17:6!4; LUK 18:6!4; LUK 19:31!13; LUK 19:34!6; LUK 1:25!5; LUK 1:28!9; LUK 1:32!11; LUK 1:58!11; LUK 1:68!2; LUK 20:42!9; LUK 22:61!4; LUK 24:34!6; LUK 2:11!9; LUK 2:15!30; LUK 7:13!5
κύριος	57.12	8	LUK 12:37!8; LUK 12:42!16; LUK 12:43!8; LUK 12:46!3; LUK 14:23!4; LUK 16:8!4; LUK 20:13!4; LUK 20:15!13
κύριός	57.12	2	LUK 12:45!13; LUK 16:3!11
κώμας	1.92	3	LUK 13:22!6; LUK 9:12!20; LUK 9:6!6
κώμην	1.92	8	LUK 10:38!9; LUK 17:12!6; LUK 19:30!6; LUK 24:13!13; LUK 24:28!5; LUK 8:1!12; LUK 9:52!11; LUK 9:56!5
κώμης	1.92	1	LUK 5:17!22
κἀγὼ	89.93	1	LUK 20:3!8
κἀγὼ	92.1	3	LUK 19:23!11; LUK 20:3!8; LUK 22:29!1
κἀκεῖνα	89.92	1	LUK 11:42!29
κἀκεῖνα	92.30	1	LUK 11:42!29
κἀκεῖνον	89.93	1	LUK 20:11!8
κἀκεῖνον	92.30	1	LUK 20:11!8
κἀκεῖνος	89.92	2	LUK 11:7!1; LUK 22:12!1
κἀκεῖνος	92.30	2	LUK 11:7!1; LUK 22:12!1
κἀμοὶ	89.93	1	LUK 1:3!2
κἀμοὶ	92.1	1	LUK 1:3!2
κἂν	89.73	3	LUK 12:38!1; LUK 12:38!5; LUK 13:9!1
κῆπον	1.97	1	LUK 13:19!10
λάβῃ	57.55	1	LUK 20:28!17
λάμπει	14.37	1	LUK 17:24!15
λάχανον	3.29	1	LUK 11:42!15
λέγει	33.69	12	LUK 11:24!18; LUK 11:45!6; LUK 13:8!4; LUK 16:29!1; LUK 16:7!14; LUK 18:6!11; LUK 19:22!1; LUK 20:37!13; LUK 20:42!4; LUK 5:39!7; LUK 7:32!12; LUK 9:33!36
λέγειν	31.5	2	LUK 3:8!10; LUK 7:49!5
λέγειν	33.69	10	LUK 11:27!5; LUK 11:29!6; LUK 12:1!12; LUK 13:26!3; LUK 20:9!6; LUK 23:30!3; LUK 4:21!3; LUK 6:42!3; LUK 7:24!7; LUK 9:21!7
λέγεις	33.131	1	LUK 18:19!8
λέγεις	33.69	4	LUK 12:41!11; LUK 20:21!9; LUK 22:60!9; LUK 23:3!19
λέγεσθαι	33.69	1	LUK 9:7!13
λέγετε	33.69	11	LUK 10:5!8; LUK 10:9!8; LUK 11:18!15; LUK 11:2!6; LUK 12:54!13; LUK 12:55!5; LUK 17:10!10; LUK 22:70!17; LUK 7:33!13; LUK 7:34!10; LUK 9:20!8
λέγοντα	33.69	2	LUK 23:2!18; LUK 4:41!9
λέγοντας	33.69	1	LUK 24:34!1
λέγοντες	33.69	36	LUK 10:17!8; LUK 13:25!19; LUK 13:31!8; LUK 14:30!1; LUK 15:2!9; LUK 17:13!5; LUK 19:14!12; LUK 19:38!1; LUK 19:7!5; LUK 1:66!10; LUK 20:14!9; LUK 20:2!3; LUK 20:21!4; LUK 20:28!1; LUK 20:5!6; LUK 21:7!4; LUK 21:8!14; LUK 22:64!5; LUK 22:67!1; LUK 23:18!4; LUK 23:2!5; LUK 23:21!4; LUK 23:35!11; LUK 23:37!2; LUK 23:5!4; LUK 24:29!4; LUK 3:10!6; LUK 3:14!6; LUK 4:36!10; LUK 5:21!9; LUK 5:26!12; LUK 5:30!13; LUK 7:16!9; LUK 7:4!10; LUK 8:24!5; LUK 8:25!11
λέγοντος	33.69	2	LUK 13:17!3; LUK 9:34!4
λέγουσα	33.69	4	LUK 15:9!8; LUK 18:3!12; LUK 1:24!16; LUK 9:35!7
λέγουσαι	33.69	1	LUK 24:23!8
λέγουσιν	33.69	4	LUK 17:37!3; LUK 20:41!6; LUK 24:23!14; LUK 9:18!22
λέγω	33.69	45	LUK 10:12!1; LUK 10:24!1; LUK 11:51!16; LUK 11:8!1; LUK 11:9!3; LUK 12:22!9; LUK 12:27!10; LUK 12:37!12; LUK 12:44!2; LUK 12:5!18; LUK 12:51!10; LUK 12:59!1; LUK 13:24!9; LUK 13:3!2; LUK 13:35!7; LUK 13:5!2; LUK 14:24!1; LUK 15:10!2; LUK 15:7!1; LUK 16:9!4; LUK 17:34!1; LUK 18:14!1; LUK 18:17!2; LUK 18:29!6; LUK 18:8!1; LUK 19:26!1; LUK 20:8!8; LUK 21:3!4; LUK 21:32!2; LUK 22:16!1; LUK 22:18!1; LUK 22:37!1; LUK 23:43!6; LUK 3:8!17; LUK 4:24!4; LUK 4:25!4; LUK 5:24!20; LUK 6:27!3; LUK 6:46!11; LUK 7:14!14; LUK 7:26!7; LUK 7:28!1; LUK 7:47!3; LUK 7:8!14; LUK 9:27!1
