Greek_Word	Ln_Decimal_Code	Total_Unique_References	Refs
πληγὰς	19.1	1	LUK 10:30!21
πληγῶν	19.1	1	LUK 12:48!8
πλημμύρης	14.33	1	LUK 6:48!16
πληρούμενον	59.37	1	LUK 2:40!7
πληροῦν	13.106	1	LUK 9:31!11
πληρωθήσεται	59.37	1	LUK 3:5!3
πληρωθήσονται	13.106	1	LUK 1:20!22
πληρωθῆναι	13.106	1	LUK 24:44!19
πληρωθῇ	13.106	1	LUK 22:16!11
πληρωθῶσιν	67.70	1	LUK 21:24!19
πλησίον	11.89	3	LUK 10:27!35; LUK 10:29!14; LUK 10:36!5
πλησθήσεται	59.38	1	LUK 1:15!17
πλησθῆναι	13.106	1	LUK 21:22!7
πλοίου	6.41	1	LUK 5:3!21
πλοίων	6.41	1	LUK 5:3!6
πλοίῳ	6.41	1	LUK 5:7!8
πλουσίοις	57.26	1	LUK 6:24!5
πλουσίου	57.26	2	LUK 12:16!9; LUK 16:21!11
πλουσίους	57.26	2	LUK 14:12!27; LUK 21:1!12
πλουτοῦντας	57.25	1	LUK 1:53!5
πλουτῶν	57.28	1	LUK 12:21!9
πλούσιον	57.26	1	LUK 18:25!10
πλούσιος	57.26	5	LUK 16:1!10; LUK 16:19!5; LUK 16:22!20; LUK 18:23!9; LUK 19:2!13
πλούτου	57.30	1	LUK 8:14!15
πλοῖα	6.41	3	LUK 5:11!4; LUK 5:2!4; LUK 5:7!19
πλοῖον	6.41	2	LUK 8:22!11; LUK 8:37!22
πλὴν	89.130	13	LUK 10:11!16; LUK 10:14!1; LUK 10:20!1; LUK 11:41!1; LUK 12:31!1; LUK 13:33!1; LUK 18:8!10; LUK 19:27!1; LUK 22:21!1; LUK 22:42!11; LUK 23:28!14; LUK 6:24!1; LUK 6:35!1
πλὴν	89.136	1	LUK 22:22!11
πλῆθος	11.1	7	LUK 19:37!15; LUK 1:10!4; LUK 23:1!5; LUK 23:27!5; LUK 2:13!7; LUK 6:17!15; LUK 8:37!6
πλῆθος	59.9	1	LUK 5:6!5
πνέοντα	14.4	1	LUK 12:55!4
πνευμάτων	12.38	2	LUK 7:21!12; LUK 8:2!8
πνευμάτων	12.39	1	LUK 6:18!15
πνεύμασιν	12.39	1	LUK 4:36!23
πνεύματα	12.37	1	LUK 10:20!8
πνεύματα	12.38	1	LUK 11:26!6
πνεύματι	12.18	6	LUK 10:21!7; LUK 1:17!7; LUK 1:80!7; LUK 2:27!5; LUK 3:16!30; LUK 4:1!14
πνεύματι	12.39	2	LUK 8:29!4; LUK 9:42!16
πνεύματι	26.9	1	LUK 1:80!7
πνεύματος	12.18	6	LUK 1:15!15; LUK 1:41!20; LUK 1:67!7; LUK 2:26!7; LUK 4:1!4; LUK 4:14!9
πνεῦμά	26.9	2	LUK 1:47!4; LUK 23:46!14
πνεῦμα	12.18	5	LUK 11:13!21; LUK 12:10!18; LUK 12:12!4; LUK 2:25!22; LUK 3:22!4
πνεῦμα	12.37	3	LUK 13:11!4; LUK 4:33!8; LUK 9:39!3
πνεῦμα	12.39	1	LUK 11:24!4
πνεῦμα	12.42	2	LUK 24:37!7; LUK 24:39!18
πνεῦμα	26.9	1	LUK 8:55!4
ποία	58.30	3	LUK 6:32!7; LUK 6:33!7; LUK 6:34!8
ποίας	92.36	1	LUK 5:19!4
ποίει	42.7	2	LUK 10:28!7; LUK 10:37!18
ποίησον	42.7	1	LUK 4:23!20
ποίησόν	13.9	1	LUK 15:19!7
ποίμνην	4.28	1	LUK 2:8!17
ποίμνιον	11.31	1	LUK 12:32!5
ποίᾳ	92.36	3	LUK 12:39!9; LUK 20:2!9; LUK 20:8!11
ποδῶν	37.8	1	LUK 20:43!9
ποδῶν	8.49	1	LUK 9:5!16
ποιήσαιεν	42.7	1	LUK 6:11!11
ποιήσαντες	42.7	1	LUK 5:6!3
ποιήσας	42.29	1	LUK 11:40!4
ποιήσας	42.7	5	LUK 10:25!11; LUK 12:47!16; LUK 12:48!5; LUK 18:18!10; LUK 6:49!6
ποιήσας	90.45	1	LUK 10:37!5
ποιήσατε	13.86	1	LUK 3:8!1
ποιήσατε	13.9	1	LUK 16:9!6
ποιήσατε	42.29	1	LUK 12:33!8
ποιήσει	41.7	1	LUK 20:15!10
ποιήσει	90.45	1	LUK 18:8!4
ποιήσητε	42.7	1	LUK 17:10!5
ποιήσω	41.7	1	LUK 18:41!4
ποιήσω	42.7	5	LUK 12:17!7; LUK 12:18!4; LUK 16:3!8; LUK 16:4!3; LUK 20:13!8
ποιήσωμεν	42.29	1	LUK 9:33!22
ποιήσωμεν	42.7	3	LUK 3:10!9; LUK 3:12!12; LUK 3:14!8
ποιήσωσιν	42.7	1	LUK 19:48!6
ποιήσῃ	23.199	1	LUK 13:9!3
ποιήσῃ	90.45	1	LUK 18:7!6
ποιείτω	42.7	1	LUK 3:11!18
ποιεῖ	42.7	1	LUK 7:8!31
ποιεῖς	42.7	1	LUK 20:2!12
ποιεῖτε	13.9	1	LUK 3:4!19
ποιεῖτε	41.7	1	LUK 6:31!9
ποιεῖτε	42.7	4	LUK 22:19!20; LUK 6:2!7; LUK 6:27!11; LUK 6:46!9
ποικίλαις	58.45	1	LUK 4:40!10
ποιμένες	44.4	3	LUK 2:15!13; LUK 2:20!4; LUK 2:8!2
ποιμένων	44.4	1	LUK 2:18!11
ποιμαίνοντα	44.3	1	LUK 17:7!9
ποιούμενος	90.45	1	LUK 13:22!10
ποιοῦν	23.199	3	LUK 3:9!16; LUK 6:43!13; LUK 6:43!6
ποιοῦντα	42.7	1	LUK 12:43!11
ποιοῦνται	90.45	1	LUK 5:33!13
ποιοῦντες	42.7	1	LUK 8:21!21
ποιοῦσιν	42.7	3	LUK 23:31!8; LUK 23:34!12; LUK 6:33!16
ποιῆσαι	41.7	1	LUK 1:72!1
ποιῆσαι	42.7	4	LUK 11:42!28; LUK 12:4!21; LUK 17:10!17; LUK 2:27!19
ποιῆσαι	90.45	1	LUK 5:34!19
ποιῇς	42.29	2	LUK 14:12!8; LUK 14:13!4
ποιῶ	42.7	1	LUK 20:8!14
ποιῶν	42.7	1	LUK 6:47!12
ποιῶσιν	41.7	1	LUK 6:31!5
πολέμους	55.5	1	LUK 21:9!4
πολιτῶν	11.68	1	LUK 15:15!6
πολλά	59.1	2	LUK 10:41!13; LUK 12:19!13
πολλάς	59.1	1	LUK 12:47!22
πολλαί	59.1	2	LUK 7:47!10; LUK 8:3!11
πολλαπλασίονα	59.20	1	LUK 18:30!5
πολλαὶ	59.1	1	LUK 4:25!6
πολλαῖς	59.1	1	LUK 2:36!14
πολλοί	59.1	1	LUK 13:24!8
πολλοί	78.3	1	LUK 14:25!5
πολλούς	59.1	1	LUK 14:16!12
πολλοὶ	59.1	5	LUK 10:24!5; LUK 1:1!2; LUK 1:14!8; LUK 21:8!7; LUK 4:27!2
πολλοὶ	78.3	1	LUK 5:15!11
πολλοὺς	59.1	2	LUK 1:16!2; LUK 7:21!6
πολλοῖς	59.1	1	LUK 7:21!16
πολλοῖς	78.3	1	LUK 8:29!11
πολλοῦ	59.11	1	LUK 8:4!4
πολλὰ	59.1	4	LUK 17:25!5; LUK 22:65!3; LUK 8:30!17; LUK 9:22!8
πολλὰ	59.11	1	LUK 12:19!8
πολλὰς	59.1	1	LUK 15:13!4
πολλὴν	78.3	1	LUK 10:40!6
πολλῆς	78.3	1	LUK 21:27!15
πολλῶν	59.1	4	LUK 12:7!12; LUK 2:34!19; LUK 2:35!13; LUK 4:41!6
πολλῷ	59.11	3	LUK 16:10!17; LUK 16:10!7; LUK 18:39!10
πολύ	59.11	3	LUK 12:48!15; LUK 12:48!23; LUK 5:6!7
πολύ	78.3	1	LUK 7:47!13
πολύς	59.11	2	LUK 10:2!8; LUK 6:35!17
πολύς	78.3	2	LUK 7:11!19; LUK 9:37!14
πολὺ	59.11	3	LUK 12:48!16; LUK 23:27!4; LUK 6:17!16
πολὺς	59.11	2	LUK 6:17!11; LUK 6:23!13
πολὺς	78.3	1	LUK 5:29!14
πολῖται	11.68	1	LUK 19:14!3
πονηρά	88.110	1	LUK 11:29!11
πονηρίας	88.108	1	LUK 11:39!26
πονηρούς	88.110	1	LUK 6:35!30
πονηροὶ	88.110	1	LUK 11:13!4
πονηροῦ	88.110	1	LUK 6:45!19
πονηρόν	88.110	1	LUK 6:45!22
πονηρότερα	88.110	1	LUK 11:26!7
πονηρὲ	88.110	1	LUK 19:22!9
πονηρὸν	88.110	1	LUK 6:22!20
πονηρὸς	23.149	1	LUK 11:34!24
πονηρὸς	57.108	1	LUK 11:34!24
πονηρὸς	88.110	2	LUK 11:34!24; LUK 6:45!16
πονηρῶν	88.110	3	LUK 3:19!21; LUK 7:21!13; LUK 8:2!9
πορείαν	15.18	1	LUK 13:22!9
πορευθέντες	15.10	1	LUK 9:12!16
πορευθέντες	15.34	2	LUK 9:13!24; LUK 9:52!8
πορευθεὶς	15.10	2	LUK 14:10!4; LUK 15:15!2
πορευθῆτε	15.10	1	LUK 21:8!22
πορευθῇ	15.10	1	LUK 16:30!12
πορευομένου	15.10	1	LUK 19:36!1
πορευομένων	15.10	1	LUK 9:57!2
πορευόμενοι	15.10	1	LUK 8:14!20
πορευόμενοι	15.18	1	LUK 24:13!11
πορευόμενοι	41.11	1	LUK 1:6!8
πορευόμενον	15.18	1	LUK 9:53!10
πορευόμενος	15.34	1	LUK 14:31!4
πορεύεσθαι	15.10	2	LUK 13:33!10; LUK 22:33!16
πορεύεσθαι	15.18	3	LUK 10:38!4; LUK 17:11!5; LUK 9:51!17
πορεύεσθαι	15.34	2	LUK 24:28!12; LUK 4:42!23
πορεύεται	15.34	3	LUK 11:26!2; LUK 15:4!22; LUK 7:8!18
πορεύεται	23.101	1	LUK 22:22!10
πορεύομαι	15.34	1	LUK 14:19!9
πορεύου	15.10	1	LUK 5:24!27
πορεύου	15.34	4	LUK 13:31!12; LUK 17:19!5; LUK 7:50!11; LUK 8:48!11
πορεύσεται	15.10	1	LUK 11:5!11
πορεύσομαι	15.10	1	LUK 15:18!2
πορνῶν	88.275	1	LUK 15:30!13
πορρώτερον	83.32	1	LUK 24:28!11
πορφύραν	6.169	1	LUK 16:19!8
ποσάκις	67.14	1	LUK 13:34!13
ποτήριον	6.121	3	LUK 22:17!3; LUK 22:20!11; LUK 22:20!3
ποτήριον	90.97	1	LUK 22:42!8
ποτίζει	23.35	1	LUK 13:15!26
ποταμός	1.76	1	LUK 6:49!20
ποταμὸς	1.76	1	LUK 6:48!21
ποταπὴ	58.30	1	LUK 7:39!20
ποταπὸς	58.30	1	LUK 1:29!9
ποτε	67.30	1	LUK 22:32!14
ποτηρίου	6.121	1	LUK 11:39!14
ποῦ	83.6	3	LUK 12:17!11; LUK 17:17!13; LUK 9:58!23
πράκτορι	37.92	1	LUK 12:58!30
πράκτωρ	37.92	1	LUK 12:58!33
πράξει	42.8	1	LUK 23:51!9
πράσσειν	42.8	1	LUK 22:23!16
πράσσετε	57.65	1	LUK 3:13!12
πραγμάτων	13.105	1	LUK 1:1!11
πρεσβείαν	37.87	2	LUK 14:32!8; LUK 19:14!9
πρεσβυτέριον	11.83	1	LUK 22:66!7
πρεσβυτέροις	53.77	1	LUK 20:1!24
πρεσβυτέρους	53.77	2	LUK 22:52!15; LUK 7:3!9
πρεσβυτέρων	53.77	1	LUK 9:22!14
πρεσβύτερος	67.102	1	LUK 15:25!7
πρεσβύτης	9.31	1	LUK 1:18!14
προάγοντες	15.143	1	LUK 18:39!3
προέκοπτεν	59.64	1	LUK 2:52!3
προήρχετο	15.181	1	LUK 22:47!13
προβάλωσιν	23.195	1	LUK 21:30!2
προβεβηκυῖα	67.99	2	LUK 1:18!19; LUK 2:36!11
προβεβηκότες	67.99	1	LUK 1:7!13
προδραμὼν	15.235	1	LUK 19:4!2
προδότης	37.113	1	LUK 6:16!9
προελεύσεται	15.141	1	LUK 1:17!3
προθέσεως	53.26	1	LUK 6:4!12
προμελετᾶν	30.61	1	LUK 21:14!8
προπορεύσῃ	15.143	1	LUK 1:76!8
προσάγαγε	15.172	1	LUK 9:41!19
προσέθετο	59.72	2	LUK 20:11!2; LUK 20:12!2
προσέθηκεν	59.72	1	LUK 3:20!1
προσένεγκε	57.80	1	LUK 5:14!14
προσέπεσεν	17.22	2	LUK 5:8!5; LUK 8:28!6
προσέρηξεν	19.6	2	LUK 6:48!19; LUK 6:49!18
προσέταξεν	33.325	1	LUK 5:14!20
προσέχετε	27.59	1	LUK 17:3!1
προσανάβηθι	15.106	1	LUK 14:10!19
προσαναλώσασα	57.148	1	LUK 8:43!12
προσδέχεται	34.53	1	LUK 15:2!13
προσδαπανήσῃς	57.147	1	LUK 10:35!19
προσδεχομένοις	85.60	2	LUK 12:36!5; LUK 2:38!15
προσδεχόμενος	85.60	1	LUK 2:25!17
προσδοκίας	30.55	1	LUK 21:26!6
προσδοκᾷ	30.55	1	LUK 12:46!11
προσδοκῶμεν	30.55	2	LUK 7:19!12; LUK 7:20!22
προσδοκῶν	25.228	1	LUK 1:21!5
προσδοκῶντες	30.55	1	LUK 8:40!14
προσεδέχετο	85.60	1	LUK 23:51!17
προσεκαλέσατο	33.308	1	LUK 18:16!4
προσελθοῦσα	15.77	1	LUK 8:44!1
προσελθόντες	15.77	2	LUK 8:24!1; LUK 9:12!6
προσελθὼν	15.77	3	LUK 10:34!2; LUK 23:52!2; LUK 7:14!2
προσεποιήσατο	41.49	1	LUK 24:28!10
προσερχομένου	15.77	1	LUK 9:42!3
προσερχόμενοι	15.77	1	LUK 23:36!7
προσευχομένου	33.178	1	LUK 3:21!13
προσευχόμενον	33.178	3	LUK 11:1!10; LUK 1:10!8; LUK 9:18!7
προσευχόμενος	33.178	1	LUK 5:16!9
προσευχῆς	33.178	2	LUK 19:46!10; LUK 22:45!5
προσευχῇ	33.178	1	LUK 6:12!18
προσεφώνησεν	33.308	2	LUK 13:12!6; LUK 6:13!5
προσεφώνησεν	33.79	1	LUK 23:20!5
προσεύξασθαι	33.178	3	LUK 18:10!7; LUK 6:12!12; LUK 9:28!21
προσεύχεσθαι	33.178	3	LUK 11:1!23; LUK 18:1!9; LUK 9:29!5
προσεύχεσθε	33.178	2	LUK 22:46!7; LUK 6:28!5
προσεύχησθε	33.178	1	LUK 11:2!5
προσεύχονται	33.178	1	LUK 20:47!10
προσηργάσατο	57.191	1	LUK 19:16!11
προσηύχετο	33.178	3	LUK 18:11!7; LUK 22:41!13; LUK 22:44!6
προσθεὶς	59.72	1	LUK 19:11!5
προσθεὶς	68.13	1	LUK 19:11!5
προσθεῖναι	59.72	1	LUK 12:25!11
προσκαλεσάμενος	33.308	3	LUK 15:26!2; LUK 16:5!2; LUK 7:18!11
προσκυνήσαντες	53.56	1	LUK 24:52!3
προσκυνήσεις	53.56	1	LUK 4:8!12
προσκυνήσῃς	53.56	1	LUK 4:7!4
προσκόψῃς	19.5	1	LUK 4:11!8
προσπεσοῦσα	17.22	1	LUK 8:47!11
προστεθήσεται	57.78	1	LUK 12:31!8
προσφέροντες	15.192	1	LUK 23:36!9
προσφωνοῦσιν	33.79	1	LUK 7:32!9
προσψαύετε	18.11	1	LUK 11:46!22
προσψαύετε	24.75	1	LUK 11:46!22
προσώπου	67.19	2	LUK 7:27!12; LUK 9:52!5
προσώπου	8.18	1	LUK 9:29!10
προσώπου	83.33	1	LUK 10:1!18
προσῆλθάν	15.77	1	LUK 13:31!5
προφάσει	88.230	1	LUK 20:47!8
προφέρει	13.85	2	LUK 6:45!11; LUK 6:45!20
προφήταις	53.79	2	LUK 24:44!28; LUK 6:23!23
προφήτας	53.79	4	LUK 11:49!12; LUK 13:28!20; LUK 13:34!6; LUK 16:29!8
προφήτην	53.79	3	LUK 13:33!14; LUK 20:6!15; LUK 7:26!5
προφήτης	53.79	6	LUK 1:76!5; LUK 24:19!17; LUK 4:24!8; LUK 7:39!15; LUK 9:19!14; LUK 9:8!10
προφήτου	53.79	4	LUK 3:4!8; LUK 4:17!6; LUK 4:27!11; LUK 7:26!11
προφητῶν	53.79	6	LUK 11:47!8; LUK 11:50!7; LUK 16:31!8; LUK 18:31!19; LUK 1:70!9; LUK 24:27!9
προφῆται	53.79	3	LUK 10:24!6; LUK 16:16!5; LUK 24:25!19
προφῆτις	53.80	1	LUK 2:36!4
προϋπῆρχον	13.78	1	LUK 23:12!16
πρωτοκαθεδρίαν	87.18	1	LUK 11:43!8
πρωτοκαθεδρίας	87.18	1	LUK 20:46!17
πρωτοκλισίαν	87.18	1	LUK 14:8!11
πρωτοκλισίας	87.18	2	LUK 14:7!10; LUK 20:46!22
πρωτότοκον	10.43	1	LUK 2:7!7
πρόβατα	4.22	1	LUK 15:4!7
πρόβατόν	4.22	1	LUK 15:6!19
πρός	84.18	4	LUK 11:6!7; LUK 14:26!4; LUK 18:16!11; LUK 6:47!4
πρός	90.58	1	LUK 18:9!4
πρόσωπα	8.18	1	LUK 24:5!8
πρόσωπον	24.24	1	LUK 12:56!3
πρόσωπον	30.80	1	LUK 9:51!14
πρόσωπον	79.93	1	LUK 21:35!10
πρόσωπον	8.18	2	LUK 17:16!4; LUK 5:12!22
πρόσωπον	85.26	1	LUK 2:31!4
πρόσωπον	88.238	1	LUK 20:21!15
πρόσωπον	9.9	1	LUK 9:53!7
πρώτη	60.46	1	LUK 2:2!3
πρώτην	65.24	1	LUK 15:22!13
πρώτων	60.46	1	LUK 11:26!23
πρώτῳ	60.46	1	LUK 16:5!12
πρὶν	67.17	1	LUK 2:26!13
πρὸ	67.17	3	LUK 11:38!10; LUK 22:15!13; LUK 2:21!20
πρὸ	67.19	2	LUK 7:27!11; LUK 9:52!4
πρὸ	83.33	1	LUK 10:1!17
πρὸς	28.73	1	LUK 12:3!14
πρὸς	33.91	1	LUK 12:3!14
πρὸς	67.109	1	LUK 8:13!20
πρὸς	67.162	1	LUK 24:29!9
πρὸς	83.24	6	LUK 10:39!10; LUK 16:20!7; LUK 18:11!4; LUK 19:37!5; LUK 22:56!7; LUK 3:9!6
πρὸς	83.9	1	LUK 22:23!5
πρὸς	84.18	38	LUK 10:23!3; LUK 11:5!12; LUK 12:58!21; LUK 13:34!11; LUK 15:18!3; LUK 15:20!4; LUK 16:26!17; LUK 16:26!23; LUK 16:30!13; LUK 17:4!12; LUK 18:3!10; LUK 18:40!8; LUK 19:29!9; LUK 19:35!4; LUK 1:27!1; LUK 1:28!3; LUK 1:43!12; LUK 20:10!4; LUK 21:38!6; LUK 22:45!7; LUK 23:15!7; LUK 23:28!3; LUK 23:7!11; LUK 24:12!17; LUK 24:50!5; LUK 4:26!13; LUK 4:26!2; LUK 4:40!13; LUK 7:19!2; LUK 7:20!13; LUK 7:20!3; LUK 7:3!7; LUK 7:4!4; LUK 7:44!3; LUK 7:7!5; LUK 8:19!3; LUK 8:35!8; LUK 8:4!10
πρὸς	84.23	1	LUK 4:11!9
πρὸς	89.112	2	LUK 24:17!11; LUK 9:41!14
πρὸς	89.7	4	LUK 12:41!14; LUK 12:41!6; LUK 14:32!12; LUK 19:42!12
πρὸς	89.9	1	LUK 12:47!17
πρὸς	90.25	2	LUK 18:1!5; LUK 20:19!24
πρὸς	90.33	3	LUK 14:6!5; LUK 23:12!21; LUK 5:30!9
πρὸς	90.58	100	LUK 10:2!3; LUK 10:26!4; LUK 10:29!7; LUK 11:1!18; LUK 11:39!5; LUK 11:5!3; LUK 12:1!13; LUK 12:15!3; LUK 12:16!4; LUK 12:22!3; LUK 13:23!13; LUK 13:7!3; LUK 14:23!5; LUK 14:25!9; LUK 14:3!6; LUK 14:5!2; LUK 14:7!13; LUK 14:7!3; LUK 15:22!5; LUK 15:3!3; LUK 16:1!4; LUK 17:1!3; LUK 17:22!3; LUK 18:11!4; LUK 18:31!6; LUK 19:13!12; LUK 19:33!10; LUK 19:39!9; LUK 19:5!11; LUK 19:8!5; LUK 19:9!3; LUK 1:13!3; LUK 1:18!4; LUK 1:19!18; LUK 1:34!4; LUK 1:55!3; LUK 1:61!3; LUK 1:73!4; LUK 1:80!17; LUK 20:14!7; LUK 20:2!4; LUK 20:23!7; LUK 20:25!4; LUK 20:3!4; LUK 20:41!3; LUK 20:5!4; LUK 20:9!3; LUK 22:15!3; LUK 22:52!4; LUK 22:70!13; LUK 23:14!2; LUK 23:22!5; LUK 23:4!5; LUK 24:10!18; LUK 24:14!4; LUK 24:17!3; LUK 24:18!7; LUK 24:25!4; LUK 24:32!3; LUK 24:44!11; LUK 24:44!3; LUK 24:5!13; LUK 2:15!15; LUK 2:18!12; LUK 2:20!18; LUK 2:34!7; LUK 2:48!7; LUK 2:49!3; LUK 3:12!8; LUK 3:13!4; LUK 4:21!4; LUK 4:23!3; LUK 4:36!8; LUK 4:4!3; LUK 4:43!4; LUK 5:10!16; LUK 5:22!10; LUK 5:31!6; LUK 5:33!4; LUK 5:34!4; LUK 5:36!5; LUK 5:4!6; LUK 6:11!7; LUK 6:3!3; LUK 6:9!5; LUK 7:24!8; LUK 7:40!6; LUK 7:50!3; LUK 8:21!5; LUK 8:22!18; LUK 8:25!12; LUK 9:13!3; LUK 9:14!8; LUK 9:23!3; LUK 9:3!3; LUK 9:33!12; LUK 9:43!17; LUK 9:50!3; LUK 9:57!9; LUK 9:59!3
πρῶτοι	87.45	3	LUK 13:30!10; LUK 13:30!7; LUK 19:47!21
πρῶτον	60.46	1	LUK 12:1!17
πρῶτον	67.18	9	LUK 10:5!7; LUK 11:38!8; LUK 14:28!9; LUK 14:31!12; LUK 17:25!1; LUK 21:9!13; LUK 6:42!28; LUK 9:59!14; LUK 9:61!8
πρῶτος	60.46	3	LUK 14:18!8; LUK 19:16!4; LUK 20:29!7
πτέρυγας	8.29	1	LUK 13:34!27
πτερύγιον	7.53	1	LUK 4:9!10
πτοηθέντες	25.264	1	LUK 24:37!1
πτοηθῆτε	25.264	1	LUK 21:9!8
πτωχοί	57.53	1	LUK 6:20!14
πτωχούς	57.53	1	LUK 14:13!6
πτωχοὶ	57.53	1	LUK 7:22!22
πτωχοὺς	57.53	1	LUK 14:21!29
πτωχοῖς	57.53	3	LUK 18:22!17; LUK 19:8!16; LUK 4:18!10
πτωχὴ	57.53	1	LUK 21:3!10
πτωχὸν	57.53	1	LUK 16:22!5
πτωχὸς	57.53	1	LUK 16:20!1
πτύξας	79.120	1	LUK 4:20!2
πτύον	6.6	1	LUK 3:17!3
πτῶσιν	13.59	1	LUK 2:34!16
πτῶσιν	20.50	1	LUK 2:34!16
πτῶσιν	87.75	1	LUK 2:34!16
πυκνὰ	67.12	1	LUK 5:33!10
πυλῶνα	7.48	1	LUK 16:20!9
πυρί	2.3	1	LUK 3:16!33
πυρετῷ	23.159	2	LUK 4:38!17; LUK 4:39!7
πυρὶ	2.3	1	LUK 3:17!24
πωλήσατε	57.186	1	LUK 12:33!1
πωλησάτω	57.186	1	LUK 22:36!17
πωλοῦνται	57.186	1	LUK 12:6!4
πωλοῦντας	57.186	1	LUK 19:45!9
πόδα	8.49	1	LUK 4:11!12
πόδας	8.49	16	LUK 10:11!13; LUK 10:39!12; LUK 15:22!28; LUK 17:16!7; LUK 1:79!12; LUK 24:39!7; LUK 24:40!10; LUK 7:38!14; LUK 7:38!26; LUK 7:38!6; LUK 7:44!21; LUK 7:44!31; LUK 7:45!15; LUK 7:46!12; LUK 8:35!26; LUK 8:41!18
πόθεν	84.6	3	LUK 13:25!30; LUK 13:27!7; LUK 20:7!5
πόθεν	89.38	1	LUK 1:43!2
πόλει	1.88	4	LUK 10:12!13; LUK 18:2!7; LUK 18:3!6; LUK 2:11!11
πόλει	1.89	6	LUK 18:2!7; LUK 18:3!6; LUK 23:19!9; LUK 24:49!17; LUK 2:11!11; LUK 7:37!8
πόλεις	1.88	1	LUK 13:22!4
πόλεις	1.89	1	LUK 13:22!4
πόλεμον	55.5	1	LUK 14:31!9
πόλεσιν	11.61	1	LUK 4:43!10
πόλεων	1.88	3	LUK 19:17!17; LUK 19:19!10; LUK 5:12!10
πόλεων	1.89	3	LUK 19:17!17; LUK 19:19!10; LUK 5:12!10
πόλεως	1.88	7	LUK 10:11!9; LUK 14:21!26; LUK 23:51!13; LUK 2:4!9; LUK 4:29!7; LUK 8:27!12; LUK 9:5!10
πόλεως	1.89	5	LUK 14:21!26; LUK 2:4!9; LUK 7:12!24; LUK 7:12!7; LUK 8:27!12
πόλιν	1.88	12	LUK 10:10!5; LUK 10:8!5; LUK 1:26!15; LUK 1:39!15; LUK 2:3!9; LUK 2:39!15; LUK 2:4!15; LUK 4:31!5; LUK 8:1!10; LUK 8:39!18; LUK 8:4!8; LUK 9:10!16
πόλιν	1.89	10	LUK 10:1!22; LUK 19:41!6; LUK 1:39!15; LUK 22:10!10; LUK 2:3!9; LUK 2:4!15; LUK 7:11!8; LUK 8:1!10; LUK 8:39!18; LUK 8:4!8
πόλιν	11.61	1	LUK 8:34!12
πόλις	1.88	1	LUK 4:29!18
πόρρω	83.31	1	LUK 14:32!6
πόρρωθεν	83.31	1	LUK 17:12!13
πόσον	59.17	1	LUK 16:7!6
πόσῳ	59.17	3	LUK 11:13!13; LUK 12:24!20; LUK 12:28!18
πότε	67.30	4	LUK 12:36!9; LUK 17:20!6; LUK 21:7!6; LUK 9:41!12
πύλῃ	7.48	1	LUK 7:12!5
πύργον	7.23	1	LUK 14:28!6
πύργος	7.23	1	LUK 13:4!9
πώλησον	57.186	1	LUK 18:22!14
πώποτε	67.9	1	LUK 19:30!16
πᾶν	59.23	5	LUK 11:42!14; LUK 1:10!2; LUK 1:37!7; LUK 3:5!5; LUK 3:9!12
πᾶς	59.23	15	LUK 11:10!1; LUK 12:10!2; LUK 12:8!4; LUK 13:17!11; LUK 14:11!2; LUK 14:33!3; LUK 16:16!16; LUK 18:14!13; LUK 18:43!11; LUK 20:18!1; LUK 21:38!2; LUK 6:19!2; LUK 6:40!9; LUK 6:47!1; LUK 7:29!2
πᾶσα	59.23	2	LUK 3:5!1; LUK 3:6!3
πᾶσα	63.2	1	LUK 4:7!9
πᾶσαι	59.23	1	LUK 1:48!16
πᾶσαι	63.2	1	LUK 12:7!8
πᾶσαν	59.23	3	LUK 10:1!21; LUK 10:19!14; LUK 3:3!4
πᾶσαν	63.2	2	LUK 2:1!13; LUK 4:25!31
πᾶσι	59.23	1	LUK 16:26!3
πᾶσιν	59.23	12	LUK 12:44!6; LUK 13:17!16; LUK 14:33!9; LUK 24:21!16; LUK 24:25!15; LUK 24:9!12; LUK 2:20!11; LUK 2:38!13; LUK 3:16!3; LUK 3:20!5; LUK 9:43!13; LUK 9:48!29
πᾶσιν	63.2	1	LUK 1:3!5
πῆχυν	81.25	1	LUK 12:25!12
πῦρ	2.3	2	LUK 17:29!9; LUK 9:54!12
πῦρ	2.5	2	LUK 22:55!3; LUK 3:9!22
πῶλον	4.33	4	LUK 19:30!11; LUK 19:33!15; LUK 19:33!5; LUK 19:35!14
πῶς	92.16	13	LUK 10:26!11; LUK 11:18!9; LUK 12:11!16; LUK 12:27!4; LUK 12:50!6; LUK 12:56!15; LUK 14:7!8; LUK 20:44!7; LUK 22:2!9; LUK 22:4!9; LUK 6:42!1; LUK 8:18!3; LUK 8:36!6
σά	92.8	1	LUK 15:31!15
σάββασιν	67.184	3	LUK 13:10!10; LUK 4:31!14; LUK 6:2!12
σάββατον	67.184	2	LUK 23:54!6; LUK 23:56!10
σάκκῳ	6.164	1	LUK 10:13!23
σάλου	14.26	1	LUK 21:25!21
σάρκα	8.63	1	LUK 24:39!19
σάτα	81.23	1	LUK 13:21!10
σέ	92.6	1	LUK 1:35!11
σέσωκέν	21.27	1	LUK 7:50!9
σέσωκέν	23.136	3	LUK 17:19!9; LUK 18:42!10; LUK 8:48!9
