Greek_Word	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
σαββάτων	67I	8.4.1	Period of time	2	LUK 24:1!5; LUK 4:16!18
σαββάτῳ	61;67I	8.4.5.1;8.4.1	Order, sequence;Period of time	1	LUK 6:1!4
σαββάτῳ	67I	8.4.1	Period of time	7	LUK 13:14!8; LUK 13:15!12; LUK 14:1!14; LUK 14:3!14; LUK 6:6!5; LUK 6:7!11; LUK 6:9!12
σαλευθήσονται	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 21:26!16
σαλευόμενον	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 7:24!22
σαλεῦσαι	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 6:48!28
σαπρόν	65C	8.3.7	Good	1	LUK 6:43!8
σαπρὸν	65C	8.3.7	Good	1	LUK 6:43!12
σαροῖ	46	5	Daily life	1	LUK 15:8!15
σε	92C	9.2;9.2.3	Part of speech;Pronouns	29	LUK 11:27!22; LUK 11:36!23; LUK 12:58!20; LUK 12:58!27; LUK 12:58!34; LUK 13:31!17; LUK 14:10!15; LUK 14:12!32; LUK 14:18!20; LUK 14:19!13; LUK 16:27!4; LUK 17:19!10; LUK 18:42!11; LUK 19:21!3; LUK 19:22!8; LUK 19:43!15; LUK 19:43!18; LUK 19:44!3; LUK 22:64!11; LUK 2:48!25; LUK 4:10!12; LUK 4:11!6; LUK 4:34!12; LUK 6:29!3; LUK 6:30!3; LUK 7:50!10; LUK 8:20!14; LUK 8:45!19; LUK 8:48!10
σεαυτόν	92C	9.2;9.2.3	Part of speech;Pronouns	3	LUK 10:27!38; LUK 23:37!11; LUK 4:23!13
σεαυτὸν	92C	9.2;9.2.3	Part of speech;Pronouns	3	LUK 23:39!15; LUK 4:9!22; LUK 5:14!10
σεισμοί	14J	1.2.1.7	Earthquake	1	LUK 21:11!1
σελήνῃ	1D	1.1.1	Sun	1	LUK 21:25!7
σεσαλευμένον	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 6:38!8
σεσαρωμένον	46	5	Daily life	1	LUK 11:25!4
σημεῖα	"33D"""	3.5.6;3.5.6.1	Gesture;Sign, symbol	2	LUK 21:11!14; LUK 21:25!3
σημεῖον	"33D"""	3.5.6;3.5.6.1	Gesture;Sign, symbol	9	LUK 11:16!4; LUK 11:29!13; LUK 11:29!16; LUK 11:29!23; LUK 11:30!7; LUK 21:7!13; LUK 23:8!25; LUK 2:12!5; LUK 2:34!25
σιαγόνα	8B	2.1	Body	1	LUK 6:29!6
σιγήσῃ	33H	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 18:39!7
σινάπεως	3C	1.5.3;1.5.4	Grass, herb, vine;Moss, fungus, algae	2	LUK 13:19!4; LUK 17:6!10
σινδόνι	6Q	5.3	Clothing	1	LUK 23:53!5
σινιάσαι	46	5	Daily life	1	LUK 22:31!9
σιτευτόν	44;65A	6.3;6.4;8.3.7.9	Animal husbandry;Hunt and fish;Value	2	LUK 15:23!6; LUK 15:27!18
σιτευτὸν	44;65A	6.3;6.4;8.3.7.9	Animal husbandry;Hunt and fish;Value	1	LUK 15:30!18
σιτομέτριον	5A	5.2	Food	1	LUK 12:42!26
σιωπήσουσιν	33H	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 19:40!9
σιωπῶν	33H	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 1:20!4
σκάνδαλα	88L'	4.3.1.1	Bad, immoral	1	LUK 17:1!11
σκάπτειν	19F;43	7.8.6;6.2	Dig;Agriculture	1	LUK 16:3!18
σκάψω	43	6.2	Agriculture	1	LUK 13:8!15
σκανδαλίσῃ	88L'	4.3.1.1	Bad, immoral	1	LUK 17:2!18
σκανδαλισθῇ	25P	3.4.2.3	Angry	1	LUK 7:23!7
σκεύει	6P	6.7.7	Container	1	LUK 8:16!7
σκεύη	57A	6.8.1	Have wealth	1	LUK 17:31!12
σκηνάς	7B	6.5.1	Building	1	LUK 16:9!21
σκηνὰς	7B	6.5.1	Building	1	LUK 9:33!23
σκιρτήσατε	15E';25K	7.2.1.1.3;3.4.1.2	Jump;Happy	1	LUK 6:23!7
σκιᾷ	14G	8.3.3.2	Dark	1	LUK 1:79!6
σκολιὰ	79Q	8.3.1.3;8.3.1.5	Bend;Straight	1	LUK 3:5!13
σκορπίζει	15N	7.5.1.1	Separate, scatter	1	LUK 11:23!15
σκορπίον	4D	1.6.1.3	Reptile	1	LUK 11:12!7
σκορπίων	4D	1.6.1.3	Reptile	1	LUK 10:19!11
σκοτίᾳ	14G;28E	8.3.3.2;3.2.3.1;3.2.3.3	Dark;Known, unknown;Secret	1	LUK 12:3!6
σκοτεινόν	14G	8.3.3.2	Dark	2	LUK 11:34!30; LUK 11:36!12
σκυθρωποί	25W	3.4.2;3.4.2.1;3.4.2.2	Feel bad;Sad;Sorry	1	LUK 24:17!16
σκόπει	27F	3.1.2;3.1.2.1;3.1.2.3	Alert;Attention;Mental state	1	LUK 11:35!1
σκότει	14G	8.3.3.2	Dark	1	LUK 1:79!4
σκότος	14G	8.3.3.2	Dark	2	LUK 11:35!9; LUK 23:44!8
σκότους	14G	8.3.3.2	Dark	1	LUK 22:53!26
σκύλλε	22C	4.4.2	Trouble	1	LUK 8:49!16
σκύλλου	22B	4.4.2	Trouble	1	LUK 7:6!24
σκῦλα	57U	6.8.9;6.8.9.1	Dishonest financial practices;Steal	1	LUK 11:22!17
σοί	92C	9.2;9.2.3	Part of speech;Pronouns	3	LUK 19:44!17; LUK 19:44!9; LUK 7:40!10
σοι	92C	9.2;9.2.3	Part of speech;Pronouns	37	LUK 10:13!2; LUK 10:13!5; LUK 10:21!13; LUK 10:35!26; LUK 10:36!7; LUK 10:40!14; LUK 11:7!27; LUK 12:59!2; LUK 14:10!17; LUK 14:10!23; LUK 14:10!29; LUK 14:12!36; LUK 14:14!11; LUK 14:14!8; LUK 14:9!9; LUK 15:29!12; LUK 18:11!11; LUK 18:22!9; LUK 18:28!11; LUK 18:41!2; LUK 19:43!12; LUK 1:13!22; LUK 1:14!4; LUK 1:19!22; LUK 1:3!8; LUK 1:35!16; LUK 20:2!18; LUK 22:11!8; LUK 22:34!5; LUK 23:43!5; LUK 5:20!9; LUK 5:23!6; LUK 7:47!4; LUK 8:30!7; LUK 8:39!9; LUK 9:57!12; LUK 9:61!6
σοροῦ	6O	5.1;5.1.1	Furniture;Household equipment	1	LUK 7:14!5
σου	92C	9.2;9.2.3	Part of speech;Pronouns	104	LUK 10:17!18; LUK 10:21!40; LUK 10:27!14; LUK 10:27!20; LUK 10:27!26; LUK 10:27!32; LUK 10:27!36; LUK 10:27!9; LUK 11:2!11; LUK 11:2!15; LUK 11:34!12; LUK 11:34!19; LUK 11:34!29; LUK 11:34!8; LUK 11:36!5; LUK 12:20!12; LUK 12:58!7; LUK 13:12!14; LUK 13:26!6; LUK 13:34!18; LUK 14:12!16; LUK 14:12!20; LUK 14:12!24; LUK 14:8!14; LUK 15:18!17; LUK 15:19!13; LUK 15:19!6; LUK 15:21!13; LUK 15:21!19; LUK 15:27!14; LUK 15:27!8; LUK 15:29!16; LUK 15:30!5; LUK 15:30!9; LUK 15:32!9; LUK 16:2!16; LUK 16:25!10; LUK 16:25!14; LUK 16:6!12; LUK 16:7!17; LUK 17:19!8; LUK 17:3!7; LUK 18:20!15; LUK 18:42!9; LUK 19:16!9; LUK 19:18!8; LUK 19:20!10; LUK 19:22!6; LUK 19:39!15; LUK 19:42!19; LUK 19:43!10; LUK 19:44!26; LUK 19:44!7; LUK 19:5!21; LUK 1:13!14; LUK 1:13!18; LUK 1:36!6; LUK 1:38!13; LUK 1:42!17; LUK 1:44!9; LUK 1:61!11; LUK 20:43!10; LUK 20:43!6; LUK 22:32!11; LUK 22:32!19; LUK 23:42!11; LUK 23:46!11; LUK 2:29!10; LUK 2:29!5; LUK 2:30!8; LUK 2:32!8; LUK 2:48!20; LUK 4:11!13; LUK 4:12!14; LUK 4:23!26; LUK 4:8!11; LUK 5:14!18; LUK 5:20!12; LUK 5:23!9; LUK 5:24!26; LUK 5:24!31; LUK 5:5!16; LUK 6:10!10; LUK 6:29!15; LUK 6:41!12; LUK 6:42!16; LUK 6:42!46; LUK 6:42!6; LUK 7:27!13; LUK 7:27!18; LUK 7:27!20; LUK 7:44!14; LUK 7:48!5; LUK 7:50!8; LUK 8:20!10; LUK 8:20!6; LUK 8:28!23; LUK 8:39!5; LUK 8:48!8; LUK 8:49!14; LUK 9:38!11; LUK 9:40!5; LUK 9:41!23; LUK 9:49!11
σουδαρίῳ	6Q	5.3	Clothing	1	LUK 19:20!15
σοφία	32D	3.2.1.3	Intelligent	2	LUK 11:49!5; LUK 7:35!4
σοφίαν	32D	3.2.1.3	Intelligent	2	LUK 11:31!25; LUK 21:15!7
σοφίᾳ	32D	3.2.1.3	Intelligent	2	LUK 2:40!8; LUK 2:52!4
σοφῶν	32D	3.2.1.3	Intelligent	1	LUK 10:21!25
σοὶ	92C	9.2;9.2.3	Part of speech;Pronouns	5	LUK 11:35!8; LUK 3:22!26; LUK 5:33!21; LUK 7:14!13; LUK 9:33!26
σοῦ	92C	9.2;9.2.3	Part of speech;Pronouns	10	LUK 12:20!15; LUK 16:2!10; LUK 1:28!11; LUK 22:32!5; LUK 22:33!7; LUK 2:35!2; LUK 4:10!9; LUK 4:7!8; LUK 6:42!22; LUK 6:42!34
σπέρμα	23C	2.6.3	Birth	1	LUK 20:28!25
σπέρματι	10B	4.1.9.1	Related by birth	1	LUK 1:55!11
σπήλαιον	1H	1.2.1.4;1.2.1.5;8.3.2.5	Furrow;Underground;Valley	1	LUK 19:46!15
σπαράσσει	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 9:39!10
σπείρειν	43	6.2	Agriculture	1	LUK 8:5!12
σπείρουσιν	43	6.2	Agriculture	1	LUK 12:24!6
σπείρων	43	6.2	Agriculture	1	LUK 8:5!3
σπεύσαντες	68G	8.4.6.4;8.4.6.4.4;8.4.8;8.4.8.3	Future;Immediately;Speed;Sudden	1	LUK 2:16!3
σπεύσας	68G	8.4.6.4;8.4.6.4.4;8.4.8;8.4.8.3	Future;Immediately;Speed;Sudden	2	LUK 19:5!14; LUK 19:6!2
σπεῖραι	43	6.2	Agriculture	1	LUK 8:5!5
σπλάγχνα	25C	4.3.3	Love	1	LUK 1:78!2
σποδῷ	14H	5.5.4	Burn	1	LUK 10:13!25
σπορίμων	43	6.2	Agriculture	1	LUK 6:1!8
σπουδαίως	25F	3.3.1.6;3.4.1.4;3.4.1.4.2	Determined;Enthusiastic;Interested	1	LUK 7:4!9
σπουδῆς	68G	8.4.6.4;8.4.6.4.4;8.4.8;8.4.8.3	Future;Immediately;Speed;Sudden	1	LUK 1:39!13
σπόρον	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 8:5!7
σπόρος	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 8:11!7
στάσιν	39G	4.5.4.6	Rebel against authority	2	LUK 23:19!4; LUK 23:25!5
στάχυας	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 6:1!17
στέγην	7C	6.5.2	Parts of a building	1	LUK 7:6!32
στήθη	8B	2.1	Body	1	LUK 23:48!15
στήρισον	74	9.4.2.1	Can	1	LUK 22:32!16
σταδίους	81F	8.2.2	Long	1	LUK 24:13!15
σταθήσεται	13A	8;9.1.1	Be;States	1	LUK 11:18!10
σταθεὶς	17A	7.1.1	Stand	3	LUK 18:11!3; LUK 18:40!1; LUK 19:8!1
σταθῆναι	17A	7.1.1	Stand	1	LUK 21:36!16
σταυρωθῆναι	20D	2.6.6.1	Kill	2	LUK 23:23!8; LUK 24:7!14
σταυρὸν	6F	4.7.7.4	Execute	3	LUK 14:27!5; LUK 23:26!15; LUK 9:23!16
σταφυλὴν	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 6:44!18
σταύρου	20D	2.6.6.1	Kill	1	LUK 23:21!6
στείρᾳ	23C	2.6.3	Birth	1	LUK 1:36!22
στενῆς	81D	8.2.3;8.2.3.1;8.2.3.2;8.2.3.3;8.2.4;8.2.4.1	Fat person;Narrow;Thick;Thin person;Thin thing;Wide	1	LUK 13:24!5
στεῖρα	23C	2.6.3	Birth	1	LUK 1:7!10
στεῖραι	23C	2.6.3	Birth	1	LUK 23:29!10
στιγμῇ	67H	8.4.1	Period of time	1	LUK 4:5!12
στολαῖς	6Q	5.3	Clothing	1	LUK 20:46!9
στολὴν	6Q	5.3	Clothing	1	LUK 15:22!11
στρατευόμενοι	55D	4.8.3.6.4	Soldier	1	LUK 3:14!5
στρατεύμασιν	55C	4.8.3.6;4.8.3.6.1	Army;Military organization	1	LUK 23:11!9
στρατηγοὺς	37D	4.6;4.6.4	Government;Rule	1	LUK 22:52!11
στρατηγοῖς	37D	4.6;4.6.4	Government;Rule	1	LUK 22:4!7
στρατιώτας	55D	4.8.3.6.4	Soldier	1	LUK 7:8!12
στρατιᾶς	12A	4.9.2	Supernatural being	1	LUK 2:13!8
στρατιῶται	55D	4.8.3.6.4	Soldier	1	LUK 23:36!6
στρατοπέδων	55C	4.8.3.6;4.8.3.6.1	Army;Military organization	1	LUK 21:20!6
στραφεὶς	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	7	LUK 10:23!2; LUK 14:25!7; LUK 22:61!2; LUK 23:28!1; LUK 7:44!2; LUK 7:9!9; LUK 9:55!1
στρουθία	4B	1.6.1.2	Bird	1	LUK 12:6!3
στρουθίων	4B	1.6.1.2	Bird	1	LUK 12:7!13
στόμα	33F	3.5.1	Say	2	LUK 1:64!4; LUK 21:15!5
στόμα	8B	2.1	Body	1	LUK 6:45!29
στόματι	79W	8.3.1	Shape	1	LUK 21:24!3
στόματος	33F	3.5.1	Say	4	LUK 11:54!7; LUK 1:70!4; LUK 22:71!14; LUK 4:22!16
στόματός	33F	3.5.1	Say	1	LUK 19:22!5
στᾶσα	17A	7.1.1	Stand	1	LUK 7:38!2
στῆθι	17A	7.1.1	Stand	1	LUK 6:8!18
στῆθος	8B	2.1	Body	1	LUK 18:13!18
συγγενίς	10A	4.1.9.1	Related by birth	1	LUK 1:36!5
συγγενείας	10A	4.1.9.1	Related by birth	1	LUK 1:61!10
συγγενεῖς	10A	4.1.9.1	Related by birth	2	LUK 14:12!23; LUK 1:58!7
συγγενεῦσιν	10A	4.1.9.1	Related by birth	1	LUK 2:44!16
συγγενῶν	10A	4.1.9.1	Related by birth	1	LUK 21:16!9
συγκαθισάντων	17B	7.1.2	Sit	1	LUK 22:55!9
συγκαλεσάμενος	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	1	LUK 23:13!3
συγκαλεῖ	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	2	LUK 15:6!6; LUK 15:9!3
συγκατατεθειμένος	31C	3.2.5.4;3.2.5.4.1	Agree with someone;Disagree	1	LUK 23:51!4
συγκεκαλυμμένον	28E	3.2.3.1;3.2.3.3	Known, unknown;Secret	1	LUK 12:2!3
συγκυρίαν	13D	9.1.2.1	Happen	1	LUK 10:31!2
συγκύπτουσα	17H	7.1.8	Bend down	1	LUK 13:11!11
συζητεῖν	33K	3.5.1.4	Speak with others	2	LUK 22:23!4; LUK 24:15!8
συκαμίνῳ	3B	1.5.1	Tree	1	LUK 17:6!14
συκομορέαν	3B	1.5.1	Tree	1	LUK 19:4!8
συκοφαντήσητε	33V'	4.7.5.3	Accuse, confront	1	LUK 3:14!17
συκῆν	3B	1.5.1	Tree	1	LUK 21:29!7
συκῇ	3B	1.5.1	Tree	1	LUK 13:7!16
συλλέγουσιν	18A	7.3.4.4	Hold	1	LUK 6:44!13
συλλήμψῃ	23C	2.6.3	Birth	1	LUK 1:31!3
συλλαβέσθαι	35A	4.3.4.2	Help	1	LUK 5:7!11
συλλημφθῆναι	23C	2.6.3	Birth	1	LUK 2:21!22
συμβάλλουσα	30A	3.2;3.2.1;3.2.1.1	Mind;Think;Think about	1	LUK 2:19!9
συμβαλεῖν	15E	7.2.3	Move toward something	1	LUK 14:31!7
συμβεβηκότων	13D	9.1.2.1	Happen	1	LUK 24:14!9
συμπαραγενόμενοι	15M	7.5.1	Gather	1	LUK 23:48!4
συμπληροῦσθαι	67C	8.4.6.1.3	End	1	LUK 9:51!5
συμπνίγονται	22C	4.4.2	Trouble	1	LUK 8:14!21
συμφυεῖσαι	23K	1.5.6;2.6.4.6;8.2.2.2	Grow, get bigger;Growth of plants;Tall	1	LUK 8:7!9
συμφωνήσει	64	8.3.5.2	Compare	1	LUK 5:36!29
συμφωνίας	14I	2.3.2.3	Types of sounds	1	LUK 15:25!17
συνάγων	15M	7.5.1	Gather	1	LUK 11:23!12
συνάξω	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 12:17!12; LUK 12:18!13
συνέδριον	11C	4.6.6.5	Politics	1	LUK 22:66!19
συνέθεντο	31C	3.2.5.4;3.2.5.4.1	Agree with someone;Disagree	1	LUK 22:5!4
συνέκλεισαν	44	6.3;6.4	Animal husbandry;Hunt and fish	1	LUK 5:6!4
συνέλαβεν	23C	2.6.3	Birth	1	LUK 1:24!6
συνέλαβον	37F	4.6.6;4.6.6.1;4.6.6.1.1;7.2.6.1	Arrest;Catch, capture;Government functions;Police	1	LUK 5:9!16
συνέξουσίν	19E	7.7.4	Press	1	LUK 19:43!17
συνέπεσεν	20C	7.9.3	Destroy	1	LUK 6:49!23
συνέπνιγον	19E	7.7.4	Press	1	LUK 8:42!19
συνέσει	32D	3.2.1.3	Intelligent	1	LUK 2:47!9
συνέχαιρον	25K	3.4.1.2	Happy	1	LUK 1:58!18
συνέχομαι	25U;90M	3.4.2.4.1;9.5	Worried;Case	1	LUK 12:50!7
συνέχοντες	37I	4.7.7.3	Imprison	1	LUK 22:63!5
συνέχουσίν	19E	7.7.4	Press	1	LUK 8:45!18
συνήντησεν	13D	9.1.2.1	Happen	1	LUK 9:37!11
συνήρχοντο	15M	7.5.1	Gather	1	LUK 5:15!9
συνήχθη	15M	7.5.1	Gather	1	LUK 22:66!5
συναγαγεῖν	15M	7.5.1	Gather	1	LUK 3:17!13
συναγαγὼν	57J	6.8.4.9;7.5.6	Exchange, trade;Substitute	1	LUK 15:13!6
συναγωγήν	7B	6.5.1	Building	1	LUK 4:16!21
συναγωγαῖς	7B	6.5.1	Building	3	LUK 11:43!11; LUK 20:46!20; LUK 4:15!6
συναγωγὰς	7B	6.5.1	Building	3	LUK 12:11!7; LUK 21:12!16; LUK 4:44!6
συναγωγὴν	7B	6.5.1	Building	2	LUK 6:6!10; LUK 7:5!8
συναγωγῆς	7B	6.5.1	Building	2	LUK 4:38!5; LUK 8:41!12
συναγωγῇ	7B	6.5.1	Building	3	LUK 4:20!15; LUK 4:28!7; LUK 4:33!4
συναγωγῶν	7B	6.5.1	Building	1	LUK 13:10!7
συνακολουθοῦσαι	15T	7.2.5;7.2.5.2	Accompany;Follow	1	LUK 23:49!11
συνανακείμενοι	34A	4;4.1	Relationships;Social behavior	1	LUK 7:49!4
συνανακειμένων	34A	4;4.1	Relationships;Social behavior	2	LUK 14:10!28; LUK 14:15!5
συναντήσει	13D	9.1.2.1	Happen	1	LUK 22:10!11
συναντιλάβηται	35A	4.3.4.2	Help	1	LUK 10:40!28
συνείληφεν	23C	2.6.3	Birth	1	LUK 1:36!9
συνείχοντο	90M	9.5	Case	1	LUK 8:37!17
συνελάλησεν	33K	3.5.1.4	Speak with others	1	LUK 22:4!3
συνελάλουν	33K	3.5.1.4	Speak with others	2	LUK 4:36!7; LUK 9:30!5
συνεληλυθυῖαι	15S	7.2.5;7.2.5.3	Accompany;Guide	1	LUK 23:55!7
συνελογίσαντο	33K	3.5.1.4	Speak with others	1	LUK 20:5!3
συνεπληροῦντο	54	7.2.4.2	Travel by water	1	LUK 8:23!13
συνεπορεύετο	15S	7.2.5;7.2.5.3	Accompany;Guide	1	LUK 24:15!13
συνεπορεύοντο	15S	7.2.5;7.2.5.3	Accompany;Guide	1	LUK 7:11!12
συνεσθίει	23A	5.2.2	Eat	1	LUK 15:2!15
συνεσπάραξεν	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 9:42!10
συνεστῶτας	17A	7.1.1	Stand	1	LUK 9:32!22
συνετήρει	29A	3.2.6.3	Memorize	1	LUK 2:19!5
συνετῶν	32D	3.2.1.3	Intelligent	1	LUK 10:21!27
συνευδοκεῖτε	31C	3.2.5.4;3.2.5.4.1	Agree with someone;Disagree	1	LUK 11:48!5
συνεχομένη	90M	9.5	Case	1	LUK 4:38!16
συνηρπάκει	18A	7.3.4.4	Hold	1	LUK 8:29!14
συνθλασθήσεται	19D	7.8.1	Break	1	LUK 20:18!8
συνιέναι	32A	3.2.4	Understand	1	LUK 24:45!7
συνιῶσιν	32A	3.2.4	Understand	1	LUK 8:10!25
συνοδίᾳ	15S	7.2.5;7.2.5.3	Accompany;Guide	1	LUK 2:44!7
συνοχὴ	25U	3.4.2.4.1	Worried	1	LUK 21:25!14
συντελέσας	68C	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 4:13!2
συντελεσθεισῶν	68C	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 4:2!16
συντρῖβον	19E	7.7.4	Press	1	LUK 9:39!19
συντυχεῖν	15E	7.2.3	Move toward something	1	LUK 8:19!14
συνῆκαν	32A	3.2.4	Understand	2	LUK 18:34!5; LUK 2:50!4
συνῆσαν	85A	8.5.3	Be at a place	1	LUK 9:18!10
σφόδρα	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 18:23!10
σχίσας	19C	7.8.4	Tear, rip	1	LUK 5:36!13
σχίσει	19C	7.8.4	Tear, rip	1	LUK 5:36!24
σωθήσεται	23H	2.5	Healthy	1	LUK 8:50!12
σωθῆναι	21F	4.9.5.7	Salvation	1	LUK 18:26!8
σωθῶσιν	21F	4.9.5.7	Salvation	1	LUK 8:12!24
σωματικῷ	8A	2.1	Body	1	LUK 3:22!7
σωσάτω	21E	4.4.4.4	Save from trouble	1	LUK 23:35!14
σωτήριον	21F	4.9.5.7	Salvation	1	LUK 3:6!6
σωτήριόν	21F	4.9.5.7	Salvation	1	LUK 2:30!7
σωτηρία	21F	4.9.5.7	Salvation	1	LUK 19:9!9
σωτηρίαν	21E	4.4.4.4	Save from trouble	1	LUK 1:71!1
σωτηρίας	21E	4.4.4.4	Save from trouble	1	LUK 1:69!4
σωτηρίας	21F	4.9.5.7	Salvation	1	LUK 1:77!4
σωτὴρ	21F	4.9.5.7	Salvation	1	LUK 2:11!5
σωτῆρί	21E	4.4.4.4	Save from trouble	1	LUK 1:47!10
σωφρονοῦντα	30A	3.2;3.2.1;3.2.1.1	Mind;Think;Think about	1	LUK 8:35!23
σύ	92C	9.2;9.2.3	Part of speech;Pronouns	3	LUK 10:15!2; LUK 17:8!22; LUK 22:32!13
σώματι	8A	2.1	Body	1	LUK 12:22!19
σώματός	8A	2.1	Body	1	LUK 11:34!4
σώσει	21E;21F	4.4.4.4;4.9.5.7	Save from trouble;Salvation	1	LUK 9:24!21
σὰ	92C	9.2;9.2.3	Part of speech;Pronouns	1	LUK 6:30!10
σὰρξ	9A	2	Person	1	LUK 3:6!4
σὲ	92C	9.2;9.2.3	Part of speech;Pronouns	7	LUK 14:9!4; LUK 17:4!13; LUK 17:4!8; LUK 19:43!5; LUK 1:19!19; LUK 7:20!14; LUK 7:7!6
σὴς	4C	1.6.1.7	Insect	1	LUK 12:33!23
σὸν	92C	9.2;9.2.3	Part of speech;Pronouns	1	LUK 22:42!18
σὺ	92C	9.2;9.2.3	Part of speech;Pronouns	14	LUK 10:37!17; LUK 15:31!6; LUK 16:25!24; LUK 19:19!6; LUK 19:42!10; LUK 1:42!8; LUK 1:76!2; LUK 22:58!9; LUK 22:67!3; LUK 23:37!4; LUK 23:39!10; LUK 23:40!10; LUK 4:7!1; LUK 9:60!11
σὺν	89R	9.5.3;9.5.3.3	Patient-related cases;With (a patient)	4	LUK 19:23!13; LUK 23:11!7; LUK 24:21!15; LUK 5:19!19
σὺν	89T	4;4.1	Relationships;Social behavior	19	LUK 1:56!4; LUK 20:1!22; LUK 22:14!10; LUK 22:56!16; LUK 23:32!7; LUK 24:10!15; LUK 24:24!5; LUK 24:29!21; LUK 24:33!16; LUK 24:44!15; LUK 2:13!4; LUK 2:5!2; LUK 5:9!8; LUK 7:12!27; LUK 7:6!5; LUK 8:1!23; LUK 8:38!12; LUK 8:51!10; LUK 9:32!6
σῖτον	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	3	LUK 12:18!17; LUK 22:31!12; LUK 3:17!15
σῦκα	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 6:44!14
σῳζόμενοι	21F	4.9.5.7	Salvation	1	LUK 13:23!9
σῶμά	8A	2.1	Body	4	LUK 11:34!18; LUK 11:34!28; LUK 11:36!4; LUK 22:19!13
σῶμα	8A	2.1	Body	7	LUK 12:23!10; LUK 12:4!13; LUK 17:37!13; LUK 23:52!7; LUK 23:55!19; LUK 24:23!5; LUK 24:3!6
σῶσαι	21E	4.4.4.4	Save from trouble	1	LUK 6:9!17
σῶσαι	21E;21F	4.4.4.4;4.9.5.7	Save from trouble;Salvation	1	LUK 9:24!8
σῶσαι	21F	4.9.5.7	Salvation	1	LUK 19:10!9
σῶσον	21E	4.4.4.4	Save from trouble	2	LUK 23:37!10; LUK 23:39!14
τάξει	61	8.4.5.1	Order, sequence	1	LUK 1:8!9
τάχει	67E	8.4.2	Take time	1	LUK 18:8!9
τέκνα	10B	4.1.9.1	Related by birth	6	LUK 14:26!20; LUK 18:29!21; LUK 1:17!15; LUK 20:31!13; LUK 23:28!21; LUK 3:8!29
τέκνα	11C	4.6.6.5	Politics	2	LUK 13:34!17; LUK 19:44!6
τέκνοις	10B	4.1.9.1	Related by birth	1	LUK 11:13!11
τέκνον	10B	4.1.9.1	Related by birth	1	LUK 1:7!5
τέκνων	58D	8.3.5	Type, kind	1	LUK 7:35!8
τέλος	67C	8.4.6.1.3	End	3	LUK 1:33!16; LUK 21:9!18; LUK 22:37!22
τέλος	78D	9.3.2	Completely	1	LUK 18:5!15
τέξῃ	23C	2.6.3	Birth	1	LUK 1:31!7
τήν	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 2:16!6
