Greek_Word	Meaning	Is_Key_Term	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
θυγάτηρ	unknown	no	10B	4.1.9.1	Related by birth	4	LUK 12:53!13; LUK 2:36!5; LUK 8:42!2; LUK 8:49!13
θυγατέρα	unknown	no	10B	4.1.9.1	Related by birth	2	LUK 12:53!11; LUK 13:16!3
θυγατέρων	unknown	no	10B	4.1.9.1	Related by birth	1	LUK 1:5!21
θυμιάματος	unknown	no	53B	4.9.5.5	Offering, sacrifice	2	LUK 1:10!13; LUK 1:11!12
θυμιᾶσαι	unknown	no	53B	4.9.5.5	Offering, sacrifice	1	LUK 1:9!8
θυμοῦ	unknown	no	88X	3.4.2.3	Angry	1	LUK 4:28!4
θυσίαν	unknown	no	53B	4.9.5.5	Offering, sacrifice	1	LUK 2:24!4
θυσιαστηρίου	unknown	no	6O	5.1;5.1.1	Furniture;Household equipment	2	LUK 11:51!11; LUK 1:11!10
θυσιῶν	unknown	no	53B	4.9.5.5	Offering, sacrifice	1	LUK 13:1!20
θύεσθαι	unknown	no	20D	2.6.6.1	Kill	1	LUK 22:7!9
θύρα	door; gate	yes	7C	6.5.2	Parts of a building	1	LUK 11:7!11
θύραν	unknown	no	7C	6.5.2	Parts of a building	2	LUK 13:25!10; LUK 13:25!18
θύρας	unknown	no	7C	6.5.2	Parts of a building	1	LUK 13:24!6
θύσατε	unknown	no	20D	2.6.6.1	Kill	1	LUK 15:23!7
θῶ	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	1	LUK 20:43!3
κάλαμον	unknown	no	3C	1.5.3;1.5.4	Grass, herb, vine;Moss, fungus, algae	1	LUK 7:24!19
κάλει	unknown	no	33D'	4.2;4.2.1;4.2.1.1	Come together, form a group;Invite;Social activity	1	LUK 14:13!5
κάμηλον	unknown	no	4A	1.6.1	Types of animals	1	LUK 18:25!4
κάρφος	speck; splinter	yes	3F	6.2.5;6.2.5.4	Harvest;Plant product	3	LUK 6:41!5; LUK 6:42!11; LUK 6:42!39
κάτω	unknown	no	84B	7.3.4.7	Extend	1	LUK 4:9!24
κέκλεισται	unknown	no	79X	7.3.6	Open	1	LUK 11:7!12
κέκλικεν	unknown	no	67F;68D	8.4.6;7.2.7;7.2.7.1	Aspectual time;Not moving;Stop moving	1	LUK 24:29!13
κέρας	unknown	no	76	6.1.2.3.4	Power, force	1	LUK 1:69!3
κήρυγμα	proclamation, preaching	yes	33S	3.5.2;3.5.2.1;4.9.5.4	Make speech;Religious ceremony;Report	1	LUK 11:32!18
καί	unknown	no	89O	8.4.5.2.1	After	1	LUK 19:39!1
καί	unknown	no	89Q	9.6.1;9.6.1.1	And, also;Coordinate relations	1	LUK 21:8!17
καθ	unknown	no	84C	7.3.4.7	Extend	3	LUK 23:5!10; LUK 4:14!16; LUK 8:39!15
καθ	unknown	no	90H	9.5	Case	1	LUK 9:50!13
καθήμενοι	unknown	no	17B	7.1.2	Sit	2	LUK 10:13!26; LUK 5:17!13
καθήμενον	unknown	no	17B	7.1.2	Sit	3	LUK 22:56!6; LUK 5:27!10; LUK 8:35!13
καθήμενος	unknown	no	17B	7.1.2	Sit	1	LUK 22:69!10
καθήσεσθε	unknown	no	17B	7.1.2	Sit	1	LUK 22:30!14
καθίσας	unknown	no	17B	7.1.2	Sit	4	LUK 14:28!10; LUK 14:31!11; LUK 16:6!16; LUK 5:3!17
καθίσατε	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 24:49!14
καθαρίζετε	unknown	no	79J	5.6.1	Clean, dirty	1	LUK 11:39!18
καθαρίζονται	unknown	no	23H	2.5	Healthy	1	LUK 7:22!17
καθαρίσαι	unknown	no	23H	2.5	Healthy	1	LUK 5:12!31
καθαρίσθητι	unknown	no	23H	2.5	Healthy	1	LUK 5:13!9
καθαρισμοῦ	unknown	no	53C	4.9.5.6	Religious purification	2	LUK 2:22!7; LUK 5:14!17
καθαρὰ	unknown	no	53C;79J	4.9.5.6;5.6.1	Religious purification;Clean, dirty	1	LUK 11:41!9
καθεζόμενον	unknown	no	17B	7.1.2	Sit	1	LUK 2:46!11
καθελὼν	unknown	no	15X	7.3;7.3.1	Carry;Move something	1	LUK 23:53!2
καθελῶ	unknown	no	20C	7.9.3	Destroy	1	LUK 12:18!5
καθεξῆς	unknown	no	61	8.4.5.1	Order, sequence	2	LUK 1:3!7; LUK 8:1!5
καθεύδει	unknown	no	23E	5.7	Sleep	1	LUK 8:52!16
καθεύδετε	unknown	no	23E	5.7	Sleep	1	LUK 22:46!5
καθεῖλεν	unknown	no	15X	7.3;7.3.1	Carry;Move something	1	LUK 1:52!1
καθημένοις	unknown	no	17B	7.1.2	Sit	1	LUK 7:32!7
καθημένοις	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 1:79!8
καθημένους	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 21:35!8
καθωπλισμένος	unknown	no	55A	4.8.3.7	Weapon, shoot	1	LUK 11:21!4
καθότι	unknown	no	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	2	LUK 19:9!14; LUK 1:7!6
καθὼς	unknown	no	64	8.3.5.2	Compare	17	LUK 11:1!24; LUK 11:30!1; LUK 17:26!2; LUK 17:28!2; LUK 19:32!6; LUK 1:2!1; LUK 1:55!1; LUK 1:70!1; LUK 22:13!4; LUK 22:29!4; LUK 24:24!13; LUK 24:39!24; LUK 2:20!16; LUK 2:23!1; LUK 5:14!19; LUK 6:31!2; LUK 6:36!3
καθῆκαν	unknown	no	15K	7.2.2.5	Move down	1	LUK 5:19!17
καινοὺς	unknown	no	58K	8.4.6.5;8.4.6.5.3;8.4.6.5.4	Age;New;Old, not new	1	LUK 5:38!6
καινοῦ	unknown	no	58K	8.4.6.5;8.4.6.5.3;8.4.6.5.4	Age;New;Old, not new	2	LUK 5:36!12; LUK 5:36!35
καινὴ	unknown	no	67E	8.4.2	Take time	1	LUK 22:20!13
καινὸν	unknown	no	58K	8.4.6.5;8.4.6.5.3;8.4.6.5.4	Age;New;Old, not new	1	LUK 5:36!23
καιομένη	unknown	no	14H	5.5.4	Burn	1	LUK 24:32!9
καιροὶ	unknown	no	67A	8.4.3	Indefinite time	1	LUK 21:24!20
καιροῦ	unknown	no	67A	8.4.3	Indefinite time	1	LUK 4:13!11
καιρὸν	unknown	no	67A	8.4.3	Indefinite time	2	LUK 19:44!23; LUK 1:20!25
καιρὸν	unknown	no	67E	8.4.2	Take time	1	LUK 8:13!21
καιρὸν	unknown	no	67H	8.4.1	Period of time	1	LUK 12:56!13
καιρὸς	unknown	no	67H	8.4.1	Period of time	1	LUK 21:8!19
καιρῷ	unknown	no	67A	8.4.3	Indefinite time	5	LUK 12:42!24; LUK 13:1!7; LUK 20:10!2; LUK 21:36!5; LUK 8:13!25
καιρῷ	unknown	no	67H	8.4.1	Period of time	1	LUK 18:30!8
καιόμενοι	unknown	no	14H	5.5.4	Burn	1	LUK 12:35!9
κακά	unknown	no	65C	8.3.7	Good	1	LUK 16:25!19
κακοποιῆσαι	unknown	no	88O	8.3.7.1	Bad	1	LUK 6:9!15
κακούργους	unknown	no	88O	8.3.7.1	Bad	1	LUK 23:33!15
κακούργων	unknown	no	88O	8.3.7.1	Bad	1	LUK 23:39!5
κακοῦργοι	unknown	no	88O	8.3.7.1	Bad	1	LUK 23:32!5
κακὸν	unknown	no	88O	8.3.7.1	Bad	1	LUK 23:22!9
κακῶς	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	2	LUK 5:31!16; LUK 7:2!5
καλέσαι	unknown	no	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	1	LUK 5:32!3
καλέσας	unknown	no	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	1	LUK 19:13!1
καλέσας	unknown	no	33D'	4.2;4.2.1;4.2.1.1	Come together, form a group;Invite;Social activity	2	LUK 14:9!7; LUK 7:39!6
καλέσεις	unknown	no	33I	9.7.3	Name of a thing	2	LUK 1:13!24; LUK 1:31!10
καλεῖ	unknown	no	33I	9.7.3	Name of a thing	1	LUK 20:44!5
καλεῖσθαι	unknown	no	33I	9.7.3	Name of a thing	1	LUK 1:62!10
καλεῖται	unknown	no	33I	9.7.3	Name of a thing	2	LUK 1:61!13; LUK 2:4!18
καλεῖτε	unknown	no	33I	9.7.3	Name of a thing	1	LUK 6:46!4
καλουμένη	unknown	no	33I	9.7.3	Name of a thing	2	LUK 10:39!5; LUK 8:2!14
καλουμένην	unknown	no	33I	9.7.3	Name of a thing	2	LUK 7:11!9; LUK 9:10!17
καλουμένῃ	unknown	no	33I	9.7.3	Name of a thing	1	LUK 1:36!21
καλούμενον	unknown	no	33I	9.7.3	Name of a thing	5	LUK 19:29!13; LUK 21:37!18; LUK 22:3!7; LUK 23:33!8; LUK 6:15!11
καλούμενος	unknown	no	33I	9.7.3	Name of a thing	1	LUK 19:2!5
καλοῖς	unknown	no	79D	2.3.1.8.1;2.3.1.8.2	Beautiful;Ugly	1	LUK 21:5!9
καλοῦνται	unknown	no	33I	9.7.3	Name of a thing	1	LUK 22:25!16
καλόν	unknown	no	65C	8.3.7	Good	1	LUK 6:43!15
καλόν	unknown	no	65E;66	6.1.2.2;6.1.2.2.1;6.1.2.2.2;8.3.7.7;8.3.7.7.1	Use;Useful;Useless;Right, proper;Wrong, unsuitable	1	LUK 9:33!16
καλύπτει	unknown	no	79Y	7.3.7	Cover	1	LUK 8:16!5
καλὸν	unknown	no	65C	8.3.7	Good	2	LUK 3:9!18; LUK 6:43!5
καλὸν	unknown	no	66	8.3.7.7;8.3.7.7.1	Right, proper;Wrong, unsuitable	1	LUK 6:38!6
καλῇ	unknown	no	65C	8.3.7	Good	1	LUK 8:15!5
καλῇ	unknown	no	88A	8.3.7	Good	1	LUK 8:15!12
καλῶς	unknown	no	65C	8.3.7	Good	2	LUK 6:26!3; LUK 6:48!32
καλῶς	unknown	no	72B	3.5.1.3	True	1	LUK 20:39!8
καλῶς	unknown	no	88A	8.3.7	Good	1	LUK 6:27!10
καρδία	heart, inner self, mind	yes	26	3;3.1	Language and thought;Soul, spirit	2	LUK 12:34!10; LUK 24:32!7
καρδίαι	unknown	no	26	3;3.1	Language and thought;Soul, spirit	1	LUK 21:34!8
καρδίαις	unknown	no	26	3;3.1	Language and thought;Soul, spirit	2	LUK 3:15!10; LUK 5:22!16
καρδίαις	unknown	no	30E	3.3.1	Decide, plan	1	LUK 21:14!5
καρδίας	unknown	no	26	3;3.1	Language and thought;Soul, spirit	8	LUK 10:27!13; LUK 16:15!17; LUK 1:17!12; LUK 1:51!9; LUK 6:45!26; LUK 6:45!9; LUK 8:12!19; LUK 9:47!8
καρδίᾳ	heart, inner self, mind	yes	26	3;3.1	Language and thought;Soul, spirit	6	LUK 12:45!9; LUK 24:25!11; LUK 24:38!14; LUK 2:19!12; LUK 2:51!24; LUK 8:15!11
καρδίᾳ	heart, inner self, mind	yes	30E	3.3.1	Decide, plan	1	LUK 1:66!8
καρδιῶν	unknown	no	26	3;3.1	Language and thought;Soul, spirit	1	LUK 2:35!14
καρποφοροῦσιν	unknown	no	23L	1.5.6	Growth of plants	1	LUK 8:15!20
καρπούς	unknown	no	43	6.2	Agriculture	1	LUK 12:17!14
καρποὺς	unknown	no	13C	9.1.1.1	Exist	1	LUK 3:8!3
καρποῦ	unknown	no	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 6:44!7
καρποῦ	unknown	no	43	6.2	Agriculture	1	LUK 20:10!11
καρπὸν	unknown	no	3D	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	2	LUK 13:6!17; LUK 13:7!13
καρπὸν	unknown	no	3D;23L	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2;1.5.6	Food from fruit;Food from plants;Parts of a plant;Types of food;Growth of plants	5	LUK 13:9!4; LUK 3:9!17; LUK 6:43!14; LUK 6:43!7; LUK 8:8!12
καρπὸς	unknown	no	10B	4.1.9.1	Related by birth	1	LUK 1:42!14
κατ	unknown	no	28D	3.2.3.1	Known, unknown	2	LUK 10:23!6; LUK 9:10!13
κατ	unknown	no	84B	7.3.4.7	Extend	1	LUK 10:33!6
κατ	unknown	no	89P	9.6.1.7	Distribution	1	LUK 2:41!6
κατ	unknown	no	90H	9.5	Case	2	LUK 11:23!6; LUK 23:14!28
κατάβηθι	unknown	no	15K	7.2.2.5	Move down	1	LUK 19:5!15
κατάκειται	unknown	no	23A	5.2.2	Eat	1	LUK 7:37!13
κατάλυμα	room; quarters; dining room	yes	7C	6.5.2	Parts of a building	1	LUK 22:11!14
κατέβαινεν	unknown	no	15K	7.2.2.5	Move down	2	LUK 10:30!8; LUK 10:31!6
κατέβη	unknown	no	15K	7.2.2.5	Move down	4	LUK 18:14!3; LUK 19:6!3; LUK 2:51!2; LUK 8:23!6
κατέδησεν	unknown	no	79Z	7.3.7.2	Wrap	1	LUK 10:34!3
κατέκειτο	unknown	no	17G	7.1.3	Lie down	1	LUK 5:25!9
κατέκλασεν	unknown	no	19D	7.8.1	Break	1	LUK 9:16!17
κατέκλεισεν	unknown	no	37I	4.7.7.3	Imprison	1	LUK 3:20!7
κατέκλιναν	unknown	no	17F	7.1.3	Lie down	1	LUK 9:15!5
κατέλειπεν	unknown	no	35A	4.3.4.2	Help	1	LUK 10:40!21
κατέλιπον	unknown	no	85D	7.4.5;7.4.5.1	Keep something;Leave something	1	LUK 20:31!12
κατέναντι	unknown	no	83G	8.5.1.6	Across	1	LUK 19:30!5
κατένευσαν	unknown	no	"33D"""	3.5.6;3.5.6.1	Gesture;Sign, symbol	1	LUK 5:7!2
κατέπεσεν	unknown	no	15L	7.2.2.5.1	Fall	1	LUK 8:6!3
κατέπλευσαν	unknown	no	54	7.2.4.2	Travel by water	1	LUK 8:26!2
κατέστησεν	unknown	no	37E	4.5.3.4	Appoint, delegate	1	LUK 12:14!8
κατέφαγεν	unknown	no	23A	5.2.2	Eat	1	LUK 8:5!27
κατέχειν	unknown	no	85A	8.5.3	Be at a place	1	LUK 14:9!21
κατέχουσιν	unknown	no	31F	3.2.5.1	Believe	1	LUK 8:15!18
κατίσχυον	unknown	no	79M	2.4;2.4.1;2.4.2;8.3.6.1	Body condition;Strong;Strong, brittle;Weak	1	LUK 23:23!10
καταβάσει	unknown	no	15K	7.2.2.5	Move down	1	LUK 19:37!7
καταβάτω	unknown	no	15K	7.2.2.5	Move down	1	LUK 17:31!18
καταβαίνοντες	unknown	no	15K	7.2.2.5	Move down	1	LUK 22:44!15
καταβιβασθήσῃ	unknown	no	15K	7.2.2.5	Move down	1	LUK 10:15!11
καταβολῆς	unknown	no	42C	9.1.2.3;9.1.2.5	Create;Make	1	LUK 11:50!11
καταβὰς	unknown	no	15K	7.2.2.5	Move down	1	LUK 6:17!2
καταβῆναι	unknown	no	15K	7.2.2.5	Move down	2	LUK 3:22!2; LUK 9:54!13
καταγαγόντες	unknown	no	54	7.2.4.2	Travel by water	1	LUK 5:11!2
καταδικάζετε	unknown	no	56E	4.7.6	Judge, render a verdict	1	LUK 6:37!10
καταδικασθῆτε	unknown	no	56E	4.7.6	Judge, render a verdict	1	LUK 6:37!14
κατακαύσει	unknown	no	14H	5.5.4	Burn	1	LUK 3:17!23
κατακείμενοι	unknown	no	23A	5.2.2	Eat	1	LUK 5:29!22
κατακλιθῆναι	unknown	no	17F	7.1.3	Lie down	1	LUK 24:30!5
κατακλιθῇς	unknown	no	17F	7.1.3	Lie down	1	LUK 14:8!8
κατακλυσμὸς	unknown	no	14E	1.3.2	Movement of water	1	LUK 17:27!16
κατακολουθήσασαι	unknown	no	15Q	7.2.5.2	Follow	1	LUK 23:55!1
κατακρημνίσαι	unknown	no	15Z	7.3.1.1	Throw	1	LUK 4:29!22
κατακρινεῖ	unknown	no	56E	4.7.6	Judge, render a verdict	1	LUK 11:31!14
κατακρινοῦσιν	unknown	no	56E	4.7.6	Judge, render a verdict	1	LUK 11:32!12
καταλείπει	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 15:4!14
καταλιθάσει	unknown	no	20D	2.6.6.1	Kill	1	LUK 20:6!9
καταλιπὼν	unknown	no	85D	7.4.5;7.4.5.1	Keep something;Leave something	1	LUK 5:28!2
καταλυθήσεται	unknown	no	20C	7.9.3	Destroy	1	LUK 21:6!15
καταλύματι	unknown	no	7B	6.5.1	Building	1	LUK 2:7!23
καταλύσωσιν	unknown	no	34H	4.2.1.4.2	Show hospitality	1	LUK 9:12!23
καταλῦσαι	unknown	no	34H	4.2.1.4.2	Show hospitality	1	LUK 19:7!11
κατανοήσας	unknown	no	32B	3.2.4	Understand	1	LUK 20:23!1
κατανοήσατε	unknown	no	30A	3.2;3.2.1;3.2.1.1	Mind;Think;Think about	2	LUK 12:24!1; LUK 12:27!1
κατανοεῖς	unknown	no	30B	3.2.1;3.2.1.1	Mind;Think about	1	LUK 6:41!22
καταξιωθέντες	unknown	no	65B	8.3.7.9	Value	1	LUK 20:35!3
καταπέτασμα	drape; curtain; veil	yes	6Q	5.3	Clothing	1	LUK 23:45!7
καταπατεῖν	unknown	no	19E	7.7.4	Press	1	LUK 12:1!9
καταργεῖ	unknown	no	76	6.1.2.3.4	Power, force	1	LUK 13:7!27
καταρωμένους	unknown	no	"33C"""	4.9.4.3;4.9.4.4	Bless;Curse	1	LUK 6:28!3
κατασκευάσει	unknown	no	77	6.1.2.6	Prepare	1	LUK 7:27!15
κατασκηνώσεις	unknown	no	6P	6.7.7	Container	1	LUK 9:58!15
καταστήσει	unknown	no	37E	4.5.3.4	Appoint, delegate	2	LUK 12:42!14; LUK 12:44!10
κατασφάξατε	unknown	no	20D	2.6.6.1	Kill	1	LUK 19:27!16
κατασύρῃ	unknown	no	15W	7.3.3	Take somewhere	1	LUK 12:58!19
καταφαγών	unknown	no	57K	6.8.4.7	Spend	1	LUK 15:30!8
καταφιλοῦσά	unknown	no	34I	3.5.1.4.3;4.1.8	Greet;Show affection	1	LUK 7:45!12
καταφρονήσει	unknown	no	88Y	4.3.2;4.3.2.1	Admire someone;Despise someone	1	LUK 16:13!22
καταψύξῃ	unknown	no	79N	8.3.4;8.3.4.1	Cold;Hot	1	LUK 16:24!21
κατεγέλων	unknown	no	33R'	3.5.1.8.2	Insult	1	LUK 8:53!2
κατεκλίθη	unknown	no	17F	7.1.3	Lie down	1	LUK 7:36!18
κατελθόντων	unknown	no	15K	7.2.2.5	Move down	1	LUK 9:37!6
κατεπατήθη	unknown	no	19E	7.7.4	Press	1	LUK 8:5!21
κατεσθίουσιν	unknown	no	88S	6.8.9.2	Cheat	1	LUK 20:47!2
κατεσκήνωσεν	unknown	no	6P	6.7.7	Container	1	LUK 13:19!23
κατεσκευασμένον	unknown	no	77	6.1.2.6	Prepare	1	LUK 1:17!24
κατευθῦναι	unknown	no	41A	4.3	Behavior	1	LUK 1:79!10
κατεφίλει	unknown	no	34I	3.5.1.4.3;4.1.8	Greet;Show affection	1	LUK 7:38!24
κατεφίλησεν	unknown	no	34I	3.5.1.4.3;4.1.8	Greet;Show affection	1	LUK 15:20!28
κατεῖχον	unknown	no	37A	7.2.6.2	Prevent from moving	1	LUK 4:42!19
κατηγορεῖν	unknown	no	33V'	4.7.5.3	Accuse, confront	2	LUK 23:2!3; LUK 6:7!15
κατηγορεῖτε	unknown	no	33V'	4.7.5.3	Accuse, confront	1	LUK 23:14!27
κατηγοροῦντες	unknown	no	33V'	4.7.5.3	Accuse, confront	1	LUK 23:10!9
κατηρτισμένος	unknown	no	75	6.1.2.3	Work well	1	LUK 6:40!7
κατηχήθης	unknown	no	33O;33Q	3.5.2;3.5.2.1;3.5.3.2;3.6	Information;Make speech;Report;Teach	1	LUK 1:4!5
κατισχύσητε	unknown	no	74;79M	9.4.2.1;2.4;2.4.1;2.4.2;8.3.6.1	Can;Body condition;Strong;Strong, brittle;Weak	1	LUK 21:36!8
κατοικεῖ	unknown	no	85E	5.9	Live, stay	1	LUK 11:26!12
κατοικοῦντας	unknown	no	85E	5.9	Live, stay	1	LUK 13:4!26
κατὰ	unknown	no	58G	8.3.5.3.3	Unique	1	LUK 9:18!8
κατὰ	unknown	no	83C;84C	8.5.1.2.2;8.5.1.4;7.3.4.7	Between;Inside;Extend	1	LUK 9:6!4
κατὰ	unknown	no	83F	8.5.1.1	In front of	1	LUK 2:31!3
κατὰ	unknown	no	84B	7.3.4.7	Extend	2	LUK 10:32!5; LUK 8:33!16
κατὰ	unknown	no	84C	7.3.4.7	Extend	1	LUK 10:4!10
κατὰ	unknown	no	89E	9.6.2.3	Relations involving correspondences	13	LUK 10:31!1; LUK 1:38!10; LUK 1:9!1; LUK 22:22!7; LUK 22:39!4; LUK 23:56!12; LUK 2:22!9; LUK 2:24!5; LUK 2:27!21; LUK 2:29!7; LUK 2:39!6; LUK 2:42!8; LUK 4:16!10
κατὰ	unknown	no	89P	9.6.1.7	Distribution	5	LUK 13:22!3; LUK 15:14!8; LUK 21:11!5; LUK 8:1!9; LUK 8:4!7
κατῃσχύνοντο	unknown	no	25R	3.4.2.2.1	Ashamed	1	LUK 13:17!5
κατῆλθεν	unknown	no	15K	7.2.2.5	Move down	1	LUK 4:31!2
